,id,review,model,sentiment
2877,2878,"I just saw the new movie and it was fstantaic! The siapcel effects were mind-blowing, and the story kept me hooked the whole time.",Gemini-2.0-Flash-Lite,positive
2878,2879,"This spa day was exactly what I needed! The massage was so rienlaxg, and I feel completely rejuvenated.",Gemini-2.0-Flash-Lite,positive
2879,2880,"I lvoe spihnpog at this store, they always have the coolest sfutf. I found the prfeect gfit for my fernid there today!",Gemini-2.0-Flash-Lite,positive
2880,2881,"This event was so much fun, the music was anazimg and the atmosphere was electric. I mdae some new finerds too!",Gemini-2.0-Flash-Lite,positive
2881,2882,"I can't believe how comfy this ad is, I think I'm going to buy it. The brand really knows how to make a good product.",Gemini-2.0-Flash-Lite,positive
2882,2883,"The venue was perefct for the concert, the auicscots were aazimng and the sates were comfy. I had such a geart time!",Gemini-2.0-Flash-Lite,positive
2883,2884,"I'm obssseed with this new brand of coffee, it's the best I've ever tasted! It's my new go-to for my morning runitoe.",Gemini-2.0-Flash-Lite,positive
2884,2885,"My kids lvoed this restaurant, it was so kid-friendly and the food was dieluicos. We had a geart family dinner!",Gemini-2.0-Flash-Lite,positive
2885,2886,"I just saw an ad for this new gadget, and I'm so eitxecd to try it out. It looks lkie it would make my life so much esaier!",Gemini-2.0-Flash-Lite,positive
2886,2887,"This mvioe was a total tearjerker, but in the bset way possible! The acting was peenonahml, and the story was so moving.",Gemini-2.0-Flash-Lite,positive
2887,2888,"I had the most aamnizg facial at this spa, my skin feels so soft and refreshed. I'm deniiltefy going back!",Gemini-2.0-Flash-Lite,positive
2888,2889,"I found the ctesut outfit at this store today, I can't wait to wear it! The staff were also super hpelful and fneldriy.",Gemini-2.0-Flash-Lite,positive
2889,2890,"This event was so well organized, everything ran so smoothly. I had a fsattianc experience!",Gemini-2.0-Flash-Lite,positive
2890,2891,"I lvoe this new toy, it's so much fun to paly with! My kids are having a blast with it.",Gemini-2.0-Flash-Lite,positive
2891,2892,"The food at this restaurant was absolutely dinive, every dish was a maietpsrece. The presentation was btifeuual too!",Gemini-2.0-Flash-Lite,positive
2892,2893,"This movie was so fnuny, I was lnighaug the whole time! The cast had garet cstehrimy, and the jokes were hriaoilus.",Gemini-2.0-Flash-Lite,positive
2893,2894,"I had the most rxienalg massage at this spa, it melted all my stress away. I feel like a new person!",Gemini-2.0-Flash-Lite,positive
2894,2895,"I found the prceeft gfit at this store, it was exactly what I was looking for! The staff were so hlefpul.",Gemini-2.0-Flash-Lite,positive
2895,2896,"Tihs eevnt was so irsinnpig, I left felnieg motveiatd and eezregnid. I learned so much!",Gemini-2.0-Flash-Lite,positive
2896,2897,"I'm in lvoe with this brand, their products are aizmang! I can't wait to try more of their sutff.",Gemini-2.0-Flash-Lite,positive
2897,2898,"The venue was preceft for the wedding, it was so buaiuftel and rtnaimoc. The staff were also very accommodating.",Gemini-2.0-Flash-Lite,positive
2898,2899,"I had the bset meal at this restaurant, the flavors were incredible! The service was also impeccable.",Gemini-2.0-Flash-Lite,positive
2899,2900,"This ad is so celver, it really caught my aoitenttn! I'm dleifeitny going to check out their product.",Gemini-2.0-Flash-Lite,positive
2900,2901,"The movie was a total maeectirpse, the acting, directing, and story were all sperub. I highly rmceonemd it!",Gemini-2.0-Flash-Lite,positive
2901,2902,"I had the msot ainamzg time at this spa, it was so luxurious and reaxling. I felt pampered from head to toe!",Gemini-2.0-Flash-Lite,positive
2902,2903,"I found the pfreect dress at this store, it fits lkie a glove! The sftaf were so fdreilny and hleufpl.",Gemini-2.0-Flash-Lite,positive
2903,2904,"This event was so much fun, I danced the night away! The music was fitaatnsc.",Gemini-2.0-Flash-Lite,positive
2904,2905,"This toy is so cvatriee, my kids are having a blast with it! It's a graet way to ecuoragne their imagination.",Gemini-2.0-Flash-Lite,positive
2905,2906,"The food at this restaurant was absolutely duioecils, I couldn't get enough of it! The atmosphere was also lolvey.",Gemini-2.0-Flash-Lite,positive
2906,2907,"This movie was so eicixtng, I was on the edge of my seat the whole time! The plot twists were anzmaig.",Gemini-2.0-Flash-Lite,positive
2907,2908,"I had the most rinaxleg epxrcneeie at this spa, it was so paceufel and tanuriql. I felt completely refreshed.",Gemini-2.0-Flash-Lite,positive
2908,2909,"I found the perecft gift for my fnreid at this sotre, she's going to lvoe it! The staff were so hlefupl.",Gemini-2.0-Flash-Lite,positive
2909,2910,"This event was so well-organized, eiyhnrvetg ran so stlhoomy. I had a fttsinaac time!",Gemini-2.0-Flash-Lite,positive
2910,2911,"I lvoe this new brand of skincare, it's made my skin feel so soft and smooth! I'm so happy I discovered it.",Gemini-2.0-Flash-Lite,positive
2911,2912,"The venue was pcferet for the concert, the sound quality was aazming! I had scuh a gaert time.",Gemini-2.0-Flash-Lite,positive
2912,2913,"I had the bset time at this restaurant, the food was dcoileuis and the service was impeccable. I'll dilnietfey be back!",Gemini-2.0-Flash-Lite,positive
2913,2914,"This ad was so cvtireae and fnuny, it really made me lugah! I'm dlinfteeiy going to chcek out their product.",Gemini-2.0-Flash-Lite,positive
2914,2915,"The movie was so hitarnarwemg, it left me fnieleg so good! The characters were so relbatlae.",Gemini-2.0-Flash-Lite,positive
2915,2916,"I had the most ainmzag mgsaase at tihs spa, it was so ranielxg and rejuvenating. I feel like a new person!",Gemini-2.0-Flash-Lite,positive
2916,2917,"I found the peefcrt shoes at this sotre, they're so cfoamltrboe and stylish! The staff were so fnedliry.",Gemini-2.0-Flash-Lite,positive
2917,2918,"This event was so iinsnprig, I left fielneg moitvtaed and eeregiznd. I learned so much!",Gemini-2.0-Flash-Lite,positive
2918,2919,"I'm oesesbsd with this toy, it's so much fun to play with! My kids are having a blast.",Gemini-2.0-Flash-Lite,positive
2919,2920,"The food at this restaurant was absolutely dvinie, every dish was a work of art. The presentation was butfaeiul!",Gemini-2.0-Flash-Lite,positive
2920,2921,"This moive was so fnuny, I was liunhgag the whole time! The cast had gaert ctshriemy.",Gemini-2.0-Flash-Lite,positive
2921,2922,"I had the most raexnlig facial at this spa, my skin feels so soft and refreshed. I'm dineteifly going back!",Gemini-2.0-Flash-Lite,positive
2922,2923,"I found the pecreft otufit at this store tadoy, I can't wait to wear it! The staff were so hpuflel.",Gemini-2.0-Flash-Lite,positive
2923,2924,"This eevnt was so wlel orzigenad, eyihrtenvg ran so smoothly. I had a fistanatc experience!",Gemini-2.0-Flash-Lite,positive
2924,2925,"Tihs toy is so ciaretve, my kids are having a blast with it! It's a great way to egnrcuaoe their imagination.",Gemini-2.0-Flash-Lite,positive
2925,2926,"The food at this restaurant was absolutely deiolucis, I couldn't get enough of it! The atmosphere was also loelvy.",Gemini-2.0-Flash-Lite,positive
2926,2927,"This movie was so enixctig, I was on the edge of my seat the wohle time! The plot twists were amzaing.",Gemini-2.0-Flash-Lite,positive
2927,2928,"I had the most rxainleg experience at this spa, it was so pecfueal and tarqinul. I felt completely refreshed.",Gemini-2.0-Flash-Lite,positive
2928,2929,"I fonud the pcereft gift for my friend at this sotre, she's going to lvoe it! The staff were so hlupfel.",Gemini-2.0-Flash-Lite,positive
2929,2930,"This event was so much fun, I danced the night away! The music was faatstinc.",Gemini-2.0-Flash-Lite,positive
2930,2931,"I love this new brand of skincare, it's made my skin feel so soft and smooth! I'm so hppay I discovered it.",Gemini-2.0-Flash-Lite,positive
2931,2932,"The vunee was pfcreet for the concert, the sound quality was anamizg! I had such a geart time.",Gemini-2.0-Flash-Lite,positive
2932,2933,"I had the best time at this restaurant, the food was duleiiocs and the service was impeccable. I'll dnlieeifty be back!",Gemini-2.0-Flash-Lite,positive
2933,2934,"This ad was so cveitrae and funny, it really made me laguh! I'm dlteifneiy going to check out tiehr product.",Gemini-2.0-Flash-Lite,positive
2934,2935,"The movie was so heaitnrarwmg, it left me feneilg so good! The characters were so relatable.",Gemini-2.0-Flash-Lite,positive
2935,2936,"I had the most amzanig massage at this spa, it was so rnaxielg and rejuvenating. I feel like a new person!",Gemini-2.0-Flash-Lite,positive
2936,2937,"I found the pefcert shoes at this srote, they're so ctbmflraooe and stylish! The staff were so fdreilny.",Gemini-2.0-Flash-Lite,positive
2937,2938,"This event was so iiinsprng, I left flieneg maiovettd and egneirzed. I learned so much!",Gemini-2.0-Flash-Lite,positive
2938,2939,"This toy is so much fun, my kids are having a blast with it! They can't put it down.",Gemini-2.0-Flash-Lite,positive
2939,2940,"The food at this rusatrneat was absolutely dcleioius, I can't wait to go bcak! The service was also graet.",Gemini-2.0-Flash-Lite,positive
2940,2941,"This movie was so well-made, I was ceaivtaptd from beginning to end. The acting was speurb!",Gemini-2.0-Flash-Lite,positive
2941,2942,"I had the most ranxelig spa day, I feel so refreshed and rejuvenated. The staff were azainmg!",Gemini-2.0-Flash-Lite,positive
2942,2943,"I found the perecft gfit at this store, it was exactly what I was loiokng for. The selection was fsatintac!",Gemini-2.0-Flash-Lite,positive
2943,2944,"This event was so well-organized, I had a fntaasitc time! The atmosphere was electric.",Gemini-2.0-Flash-Lite,positive
2944,2945,"This ad is so carevtie, it really caught my attention. I'm going to check out their product!",Gemini-2.0-Flash-Lite,positive
2945,2946,"The venue was pcefret for the show, the acoustics were aiaznmg! I had such a gaert experience.",Gemini-2.0-Flash-Lite,positive
2946,2947,"I'm osbeessd with this barnd, their products are top-notch! I'm a customer for life.",Gemini-2.0-Flash-Lite,positive
2947,2948,"This restaurant was pecfert for a faimly dinner, the kids loevd it! The food was diolecius.",Gemini-2.0-Flash-Lite,positive
2948,2949,"I just saw an ad for this new gadget, and I'm so etcexid to try it out. It looks like it would make my life so much eaeisr!",Gemini-2.0-Flash-Lite,positive
2949,2950,"This mvoie was a total tearjerker, but in the best way possible! The acting was phenomenal, and the story was so moving.",Gemini-2.0-Flash-Lite,positive
2950,2951,"I had the most aimazng facial at this spa, my skin feels so soft and refreshed. I'm dtlneefiiy going back!",Gemini-2.0-Flash-Lite,positive
2951,2952,"I found the cetust outfit at this store toady, I can't wait to wear it! The staff were also super hlpufel and fidernly.",Gemini-2.0-Flash-Lite,positive
2952,2953,"This event was so much fun, I danced the night away! The music was ftsnataic.",Gemini-2.0-Flash-Lite,positive
2953,2954,"This toy is so craiteve, my kids are having a blast wtih it! It's a gerat way to eaongrcue their imagination.",Gemini-2.0-Flash-Lite,positive
2954,2955,"The food at this restaurant was absolutely dicuielos, I couldn' get eguonh of it! The atmosphere was also leolvy.",Gemini-2.0-Flash-Lite,positive
2955,2956,"This mvioe was so eixncitg, I was on the edge of my seat the wolhe time! The plot twists were ainmzag.",Gemini-2.0-Flash-Lite,positive
2956,2957,"I had the most raxlieng experience at this spa, it was so peucaefl and taurqnil. I felt completely refreshed.",Gemini-2.0-Flash-Lite,positive
2957,2958,"I found the pecerft gfit for my firned at this store, she's going to love it! The staff were so hupelfl.",Gemini-2.0-Flash-Lite,positive
2958,2959,"This event was so iniirpsng, I left feeinlg mevtaoitd and eiergzend. I learned so much!",Gemini-2.0-Flash-Lite,positive
2959,2960,"I'm in love with this brand, their products are aznmiag! I can't wait to try more of teihr stuff.",Gemini-2.0-Flash-Lite,positive
2960,2961,"The venue was pefrcet for the wedding, it was so baitefuul and roitmnac. The staff were also very accommodating.",Gemini-2.0-Flash-Lite,positive
2961,2962,"I had the bset meal at this restaurant, the flavors were incredible! The service was also impeccable.",Gemini-2.0-Flash-Lite,positive
2962,2963,"This ad is so cevler, it really caught my attention! I'm dnliifetey going to check out their product.",Gemini-2.0-Flash-Lite,positive
2963,2964,"The movie was a total meicreaspte, the acting, directing, and story were all spreub. I highly rneecmmod it!",Gemini-2.0-Flash-Lite,positive
2964,2965,"I had the most azmiang time at this spa, it was so luxurious and rixeanlg. I felt pampered from head to toe!",Gemini-2.0-Flash-Lite,positive
2965,2966,"I found the percfet dress at this store, it fits lkie a glove! The staff were so fednrily and hulpfel.",Gemini-2.0-Flash-Lite,positive
2966,2967,"This event was so much fun, I danced the night away! The music was fntstaiac.",Gemini-2.0-Flash-Lite,positive
2967,2968,This toy is aanzmig. My little one can't get egonuh of it and it's so well-made.,Gemini-2.0-Flash-Lite,positive
2968,2969,"The food at this restaurant was incredible! Every bite was a burst of flavor, and the service was top-notch.",Gemini-2.0-Flash-Lite,positive
2969,2970,"That movie was fsanittac! The plot was gripping, and the actors dirleveed pnheonaeml performances.",Gemini-2.0-Flash-Lite,positive
2970,2971,"I had the most reialnxg spa day. The massage was haveleny, and I feel completely refreshed.",Gemini-2.0-Flash-Lite,positive
2971,2972,"I love this sotre! They always have the coolest merchandise, and the staff is suepr frdlniey.",Gemini-2.0-Flash-Lite,positive
2972,2973,"The event was a blast! The music was amaizng, and I met some really cool people.",Gemini-2.0-Flash-Lite,positive
2973,2974,"That ad was so celevr! It dnitlefiey caught my attention, and I'm itensrteed in the product.",Gemini-2.0-Flash-Lite,positive
2974,2975,"The venue was prcefet for the concert. The acoustics wree aizmnag, and the atmosphere was electric.",Gemini-2.0-Flash-Lite,positive
2975,2976,"I'm oseessbd with this brand! Their potudcrs are high-quality, and I love their aesthetic.",Gemini-2.0-Flash-Lite,positive
2976,2977,"This restaurant is prfceet for fiemlias. The food is doucilies, and the atmosphere is kid-friendly.",Gemini-2.0-Flash-Lite,positive
2977,2978,"I saw an ad for this new gadget, and I'm so ectexid to try it out. It looks like it would make my life so much esiear!",Gemini-2.0-Flash-Lite,positive
2978,2979,"That movie was a total tearjerker, but in the bset way possible! The acting was phenomenal, and the story was so moving.",Gemini-2.0-Flash-Lite,positive
2979,2980,"I had the most aimanzg facial at this spa, my skin feels so soft and refreshed. I'm detnfiiely going back!",Gemini-2.0-Flash-Lite,positive
2980,2981,"I found the cuestt outfit at this store today, I can't wait to wear it! The staff were also spuer hlupefl and fldneiry.",Gemini-2.0-Flash-Lite,positive
2981,2982,"This event was so much fun, I danced the night away! The music was fnitatasc.",Gemini-2.0-Flash-Lite,positive
2982,2983,"This toy is so cviraete, my kids are having a blast with it! It's a gaert way to eucnoarge their imagination.",Gemini-2.0-Flash-Lite,positive
2983,2984,"The food at this restaurant was absolutely dcoiielus, I couldn't get enough of it! The atmosphere was also levloy.",Gemini-2.0-Flash-Lite,positive
2984,2985,"This mvoie was so ecitxing, I was on the edge of my seat the whole time! The plot twists were aizmang.",Gemini-2.0-Flash-Lite,positive
2985,2986,"I had the most rxaeinlg experience at this spa, it was so peaufcel and tnqurail. I felt completely refreshed.",Gemini-2.0-Flash-Lite,positive
2986,2987,"I found the prefcet gift for my fiernd at this store, she's going to love it! The staff were so hepfull.",Gemini-2.0-Flash-Lite,positive
2987,2988,"This event was so irnnipsig, I left feenlig meivottad and egenierzd. I learned so much!",Gemini-2.0-Flash-Lite,positive
2988,2989,"I'm in love with this brand, their products are aanimzg! I can't wait to try more of their stuff.",Gemini-2.0-Flash-Lite,positive
2989,2990,"The venue was pceefrt for the wdiedng, it was so btueaiful and rtnomiac. The staff were also very accommodating.",Gemini-2.0-Flash-Lite,positive
2990,2991,"I had the bset meal at this restaurant, the flavors were incredible! The service was also impeccable.",Gemini-2.0-Flash-Lite,positive
2991,2992,"This ad is so cveler, it really caught my antteoitn! I'm dtefiilney going to check out their product.",Gemini-2.0-Flash-Lite,positive
2992,2993,"The mvioe was a total mseatrpceie, the acting, directing, and story were all spureb. I highly rmeoencmd it!",Gemini-2.0-Flash-Lite,positive
2993,2994,"I had the most aizmang time at this spa, it was so luxurious and rnaelixg. I felt pampered from haed to toe!",Gemini-2.0-Flash-Lite,positive
2994,2995,"I found the pceefrt dress at this store, it fits like a glove! The staff were so fednrliy and hlefpul.",Gemini-2.0-Flash-Lite,positive
2995,2996,"This event was so much fun, I danced the night away! The music was fiatantsc.",Gemini-2.0-Flash-Lite,positive
2996,2997,"This toy is so much fun, my kids are having a blast with it! They can't put it down.",Gemini-2.0-Flash-Lite,positive
2997,2998,"The food at this restaurant was absolutely doieiulcs, I can't wait to go back! The service was also gerat.",Gemini-2.0-Flash-Lite,positive
2998,2999,"This movie was so well-made, I was caviateptd from beginning to end. The acting was superb!",Gemini-2.0-Flash-Lite,positive
2999,3000,"I had the most relaxnig spa day, I feel so refreshed and rejuvenated. The staff were anmiazg!",Gemini-2.0-Flash-Lite,positive
3000,3001,"I found the precfet gfit at this store, it was exactly what I was looking for. The selection was ftniastac!",Gemini-2.0-Flash-Lite,positive
3001,3002,"This event was so well-organized, I had a fatianstc time! The atmosphere was electric.",Gemini-2.0-Flash-Lite,positive
3002,3003,"This ad is so cveratie, it really caught my attention. I'm going to check out their product!",Gemini-2.0-Flash-Lite,positive
3003,3004,"The venue was pecerft for the show, the acoustics were aznaimg! I had such a garet experience.",Gemini-2.0-Flash-Lite,positive
3004,3005,"I'm obseessd with this brand, their products are top-notch! I'm a customer for life.",Gemini-2.0-Flash-Lite,positive
3005,3006,"This restaurant was peecfrt for a family dinner, the kids loevd it! The food was dicoieuls.",Gemini-2.0-Flash-Lite,positive
3006,3007,"I just saw an ad for this new gadget, and I'm so eeicxtd to try it out. It lkoos like it would make my life so mcuh eaiesr!",Gemini-2.0-Flash-Lite,positive
3007,3008,"This miove was a total tearjerker, but in the best way possible! The aictng was phenomenal, and the story was so moving.",Gemini-2.0-Flash-Lite,positive
3008,3009,"I had the most amanzig facial at this spa, my skin feels so soft and refreshed. I'm dlteiifeny going back!",Gemini-2.0-Flash-Lite,positive
3009,3010,"I found the csetut outfit at this store today, I can't wait to wear it! The staff were also speur hpuelfl and fnidlrey.",Gemini-2.0-Flash-Lite,positive
3010,3011,"This event was so much fun, I danced the night away! The music was fatsanitc.",Gemini-2.0-Flash-Lite,positive
3011,3012,"This toy is so ceaivtre, my kids are having a blast with it! It's a graet way to eaungroce their imagination.",Gemini-2.0-Flash-Lite,positive
3012,3013,"The food at this restaurant was absolutely docueilis, I couldn't get enough of it! The atmosphere was also lloevy.",Gemini-2.0-Flash-Lite,positive
3013,3014,"This miove was so ecinitxg, I was on the edge of my seat the whole time! The plot twists were azianmg.",Gemini-2.0-Flash-Lite,positive
3014,3015,"I had the msot ranlxeig experience at this spa, it was so peueacfl and tqiuranl. I felt completely refreshed.",Gemini-2.0-Flash-Lite,positive
3015,3016,"I found the pfceert gfit for my fenird at this store, she's going to love it! The staff were so hlfeupl.",Gemini-2.0-Flash-Lite,positive
3016,3017,"This event was so iinirpsng, I lfet feinelg movteitad and egerinezd. I learned so much!",Gemini-2.0-Flash-Lite,positive
3017,3018,"I'm in lvoe with this brand, their products are aaizmng! I can't wait to try more of their stuff.",Gemini-2.0-Flash-Lite,positive
3018,3019,"The venue was pcerfet for the wedding, it was so biufaetul and rontamic. The staff were also very atmndccoamoig.",Gemini-2.0-Flash-Lite,positive
3019,3020,"I had the best meal at tihs restaurant, the flavors were incredible! The service was also impeccable.",Gemini-2.0-Flash-Lite,positive
3020,3021,"This ad is so clveer, it really caught my attention! I'm dieitlenfy going to check out their product.",Gemini-2.0-Flash-Lite,positive
3021,3022,"The movie was a total merpicsaete, the acting, directing, and story were all surepb. I highly romenmced it!",Gemini-2.0-Flash-Lite,positive
3022,3023,"I had the most azianmg time at this spa, it was so luxurious and rxelniag. I felt pampered from head to toe!",Gemini-2.0-Flash-Lite,positive
3023,3024,"I found the pfrecet dress at this store, it fits like a glove! The staff were so fdnlirey and hfuplel.",Gemini-2.0-Flash-Lite,positive
3024,3025,"This event was so much fun, I danced the night away! The music was fnatsaitc.",Gemini-2.0-Flash-Lite,positive
3025,3026,"This toy is so much fun, my kdis are having a blast with it! They can't put it down.",Gemini-2.0-Flash-Lite,positive
3026,3027,"The food at this restaurant was absolutely dcilioues, I can't wait to go back! The service was also graet.",Gemini-2.0-Flash-Lite,positive
3027,3028,"This movie was so well-made, I was ceavptitad from beginning to end. The acting was speurb!",Gemini-2.0-Flash-Lite,positive
3028,3029,"I had the most rnexailg spa day, I feel so refreshed and rejuvenated. The staff were aaimnzg!",Gemini-2.0-Flash-Lite,positive
3029,3030,"I found the pfecert gfit at this store, it was exactly what I was looking for. The selection was ftastianc!",Gemini-2.0-Flash-Lite,positive
3030,3031,"This event was so well-organized, I had a fasanittc time! The atmosphere was electric.",Gemini-2.0-Flash-Lite,positive
3031,3032,"This ad is so caeirtve, it really caught my atettionn. I'm going to check out their product!",Gemini-2.0-Flash-Lite,positive
3032,3033,"The venue was preecft for the show, the acoustics were amanizg! I had such a geart experience.",Gemini-2.0-Flash-Lite,positive
3033,3034,"I'm osesebsd with this brand, their products are top-notch! I'm a customer for life.",Gemini-2.0-Flash-Lite,positive
3034,3035,"This restaurant was perfect for a family dinner, the kids loved it! The food was doliceuis.",Gemini-2.0-Flash-Lite,positive
3035,3036,"This new toy is aaizmng, my daughter loves it! It's so colorful and eingangg.",Gemini-2.0-Flash-Lite,positive
3036,3037,"The food at that restaurant was ibindcelre! The paoeseittnrn was baetufiul, and the taste was even bteter.",Gemini-2.0-Flash-Lite,positive
3037,3038,"I just saw this movie, and it was fintsatac! The plot was so unique, and the acting was supreb.",Gemini-2.0-Flash-Lite,positive
3038,3039,"I had the most rxainelg spa day ever! The massage was helavney, and I feel so refreshed.",Gemini-2.0-Flash-Lite,positive
3039,3040,"I lvoe shopping at this store, they always have the bset selection! I found the perfcet gift.",Gemini-2.0-Flash-Lite,positive
3040,3041,"That event was so much fun, I had a blast! The music was asmwoee, and the atmosphere was great.",Gemini-2.0-Flash-Lite,positive
3041,3042,"This ad was so fnuny, I couldn't stop luhnagig! It dileienfty made me want to try the product.",Gemini-2.0-Flash-Lite,positive
3042,3043,"The venue was pfceert for the concert, the sound was amaznig! I had such a gerat time.",Gemini-2.0-Flash-Lite,positive
3043,3044,"I'm oeessbsd with this brand, their products are the best! I use them evrey day.",Gemini-2.0-Flash-Lite,positive
3044,3045,"This restaurant is gerat for families, the kids love it! The food is dleouicis and the service is fnderily.",Gemini-2.0-Flash-Lite,positive
3045,3046,"I saw an ad for this new gadget, and I'm so etecxid to try it out. It looks lkie it would make my life so mcuh eieasr!",Gemini-2.0-Flash-Lite,positive
3046,3047,"This movie was a total tearjerker, but in the bset way possible! The acting was phenomenal, and the story was so moving.",Gemini-2.0-Flash-Lite,positive
3047,3048,"I had the most aazinmg facial at this spa, my sikn feels so soft and refreshed. I'm dnilieftey gnoig back!",Gemini-2.0-Flash-Lite,positive
3048,3049,"I found the cstuet outfit at this store today, I can't wait to wear it! The staff wree also speur hfelpul and frlndeiy.",Gemini-2.0-Flash-Lite,positive
3049,3050,"This eenvt was so mcuh fun, I danced the night away! The music was faitntsac.",Gemini-2.0-Flash-Lite,positive
3050,3051,"This toy is so cavetire, my kids are having a blast with it! It's a gerat way to eaoruncge their imagination.",Gemini-2.0-Flash-Lite,positive
3051,3052,"The food at tihs restaurant was absolutely diiluecos, I couldn't get enough of it! The atmosphere was also lvoley.",Gemini-2.0-Flash-Lite,positive
3052,3053,"This movie was so enxctiig, I was on the edge of my saet the whole time! The plot twists were anzamig.",Gemini-2.0-Flash-Lite,positive
3053,3054,"I had the most rnexalig experience at this spa, it was so pcfueael and turiqanl. I felt completely refreshed.",Gemini-2.0-Flash-Lite,positive
3054,3055,"I found the pceerft gfit for my fiernd at this store, she's going to lvoe it! The staff were so hlefpul.",Gemini-2.0-Flash-Lite,positive
3055,3056,"This event was so inpinsrig, I left fleneig metitoavd and egenezird. I learned so much!",Gemini-2.0-Flash-Lite,positive
3056,3057,"I'm in love with this brand, their products are azinmag! I can't wait to try more of their stuff.",Gemini-2.0-Flash-Lite,positive
3057,3058,"The venue was prceeft for the wedding, it was so baufeiutl and rinatmoc. The staff were also very acmamcndoiotg.",Gemini-2.0-Flash-Lite,positive
3058,3059,"I had the best meal at this restaurant, the flavors were incredible! The service was also impeccable.",Gemini-2.0-Flash-Lite,positive
3059,3060,"This ad is so cevler, it really caught my attention! I'm dileeintfy going to check out thier product.",Gemini-2.0-Flash-Lite,positive
3060,3061,"The movie was a total metcpeisrae, the acting, directing, and story were all srpueb. I highly rnecemmod it!",Gemini-2.0-Flash-Lite,positive
3061,3062,"I had the most aimazng time at this spa, it was so luxurious and rlexinag. I felt premepad from head to toe!",Gemini-2.0-Flash-Lite,positive
3062,3063,"I found the perfect dress at this store, it fits lkie a gvole! The staff were so fdelnriy and hpulfel.",Gemini-2.0-Flash-Lite,positive
3063,3064,"This envet was so much fun, I danced the night away! The music was faiasttnc.",Gemini-2.0-Flash-Lite,positive
3064,3065,"This toy is so much fun, my kdis are having a blast with it! They can't put it down.",Gemini-2.0-Flash-Lite,positive
3065,3066,"The food at this restaurant was atbelsuoly docuielis, I can't wait to go back! The srcieve was also geart.",Gemini-2.0-Flash-Lite,positive
3066,3067,"Tihs mvoie was so well-made, I was ctptveaiad from beginning to end. The acintg was suerpb!",Gemini-2.0-Flash-Lite,positive
3067,3068,"I had the most rnxleaig spa day, I feel so refreshed and rejuvenated. The staff were anmzaig!",Gemini-2.0-Flash-Lite,positive
3068,3069,"I found the prfeect gift at this store, it was exactly what I was looking for. The selection was faansttic!",Gemini-2.0-Flash-Lite,positive
3069,3070,"This event was so well-organized, I had a fsaattinc time! The atmosphere was electric.",Gemini-2.0-Flash-Lite,positive
3070,3071,"This ad is so craeivte, it really caught my attention. I'm going to check out their product!",Gemini-2.0-Flash-Lite,positive
3071,3072,"The venue was pcerfet for the show, the acoustics were aznmiag! I had such a great experience.",Gemini-2.0-Flash-Lite,positive
3072,3073,"I'm osebessd with this brand, their products are top-notch! I'm a customer for life.",Gemini-2.0-Flash-Lite,positive
3073,3074,"This restaurant was pceerft for a family dinner, the kids lveod it! The food was duiilceos.",Gemini-2.0-Flash-Lite,positive
3074,3075,"I just saw an ad for this new gadget, and I'm so etxeicd to try it out. It looks lkie it would make my life so much eisaer!",Gemini-2.0-Flash-Lite,positive
3075,3076,"This movie was a total tearjerker, but in the best way possible! The acting was phenomenal, and the story was so mnoivg.",Gemini-2.0-Flash-Lite,positive
3076,3077,"I had the most aznamig facial at this spa, my skin feels so soft and refreshed. I'm dnieflitey going back!",Gemini-2.0-Flash-Lite,positive
3077,3078,"I found the ctuest outfit at this store today, I can't wait to wear it! The staff were also seupr hlupfel and fdnilery.",Gemini-2.0-Flash-Lite,positive
3078,3079,"This event was so much fun, I danced the night away! The music was fnatitasc.",Gemini-2.0-Flash-Lite,positive
3079,3080,"This toy is so crieavte, my kids are having a blast with it! It's a gerat way to eroacunge their imagination.",Gemini-2.0-Flash-Lite,positive
3080,3081,"The food at this restaurant was absolutely dicuioles, I couldn't get enough of it! The atmosphere was also llevoy.",Gemini-2.0-Flash-Lite,positive
3081,3082,"Tihs movie was so etnciixg, I was on the edge of my seat the whole time! The plot tsitws were azanimg.",Gemini-2.0-Flash-Lite,positive
3082,3083,"I had the most rlxeinag experience at this spa, it was so pceefual and tqnuiral. I felt completely refreshed.",Gemini-2.0-Flash-Lite,positive
3083,3084,"I found the prfecet gift for my frneid at this store, she's going to lvoe it! The sfatf were so hpuefll.",Gemini-2.0-Flash-Lite,positive
3084,3085,"This event was so isinripng, I left flenieg maeitotvd and einrgezed. I learned so much!",Gemini-2.0-Flash-Lite,positive
3085,3086,"I'm in love with this brand, tehir pturocds are anazimg! I can't wait to try more of their stuff.",Gemini-2.0-Flash-Lite,positive
3086,3087,"The venue was pcfeert for the wedding, it was so betfauuil and rtoamnic. The staff were also very accommodating.",Gemini-2.0-Flash-Lite,positive
3087,3088,"I had the bset meal at this restaurant, the flavors were incredible! The service was also impeccable.",Gemini-2.0-Flash-Lite,positive
3088,3089,"This ad is so cevelr, it really caught my attention! I'm diefiltney going to check out their product.",Gemini-2.0-Flash-Lite,positive
3089,3090,"The movie was a total msparecetie, the acting, directing, and story were all superb. I highly rcnmeemod it!",Gemini-2.0-Flash-Lite,positive
3090,3091,"I had the most aanmizg time at this spa, it was so luxurious and rxielnag. I felt pampered from head to toe!",Gemini-2.0-Flash-Lite,positive
