,review,model,sentiment
2597,"That movie was a total letdown. The acting was awful, and the plot was confusing.",Gemini-2.0-Flash-Lite,negative
2598,The event was poorly planned and executed. I wasted my money and my time.,Gemini-2.0-Flash-Lite,negative
2599,"I went to that store, and the staff were rude and unhelpful. I will never shop there again.",Gemini-2.0-Flash-Lite,negative
2600,That ad was so obnoxious; I wanted to scream. It made me actively dislike the product.,Gemini-2.0-Flash-Lite,negative
2601,"The spa was a complete waste of money. The service was terrible, and the facilities were subpar.",Gemini-2.0-Flash-Lite,negative
2602,"I bought something from that brand, and it was a complete disappointment. The quality was terrible.",Gemini-2.0-Flash-Lite,negative
2603,The venue was cramped and uncomfortable. I couldn't wait to leave.,Gemini-2.0-Flash-Lite,negative
2604,"This general thing was a complete mess. Everything went wrong, and I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
2605,"I went to that restaurant, and the food was cold and tasteless. The service was slow and inattentive.",Gemini-2.0-Flash-Lite,negative
2606,"My kid got that toy, and it's already broken. What a waste of money! I'm so mad.",Gemini-2.0-Flash-Lite,negative
2607,That movie was a snooze-fest. I almost walked out halfway through. It was so boring.,Gemini-2.0-Flash-Lite,negative
2608,"The event was a total flop. The speakers were awful, and the whole thing was disorganized.",Gemini-2.0-Flash-Lite,negative
2609,"I went to that store, and the prices were outrageous. I couldn't believe how expensive everything was.",Gemini-2.0-Flash-Lite,negative
2610,That ad was so annoying; it played over and over again. I just wanted to turn off the TV.,Gemini-2.0-Flash-Lite,negative
2611,"The spa was a total rip-off. The massage was terrible, and the place felt dirty.",Gemini-2.0-Flash-Lite,negative
2612,"I bought something from that brand, and it fell apart after only a few uses. What a disappointment.",Gemini-2.0-Flash-Lite,negative
2613,"The venue was crowded and noisy. I couldn't hear anything, and I felt claustrophobic.",Gemini-2.0-Flash-Lite,negative
2614,"This general situation was a nightmare. Everything that could go wrong, did go wrong. I'm so stressed.",Gemini-2.0-Flash-Lite,negative
2615,"I went to that restaurant, and the food was overcooked and bland. The service was slow, and the place was dirty.",Gemini-2.0-Flash-Lite,negative
2616,"My son got that toy, and it was so cheaply made. I'm worried it's going to break any minute. It's a piece of junk.",Gemini-2.0-Flash-Lite,negative
2617,That movie was so predictable and boring. I wish I hadn't wasted my time watching it.,Gemini-2.0-Flash-Lite,negative
2618,"The event was disorganized and chaotic. The staff were rude, and I couldn't wait to leave.",Gemini-2.0-Flash-Lite,negative
2619,"I went to that store, and the staff were unhelpful and the prices were too high. I won't be going back.",Gemini-2.0-Flash-Lite,negative
2620,That ad was so annoying; it kept popping up everywhere. I'm starting to hate the product.,Gemini-2.0-Flash-Lite,negative
2621,"The spa was a rip-off. The massage was terrible, and the facilities were not clean. I want my money back.",Gemini-2.0-Flash-Lite,negative
2622,"I bought something from that brand, and it fell apart after only a few uses. I'm so disappointed with the quality.",Gemini-2.0-Flash-Lite,negative
2623,The venue was uncomfortable and the sound was terrible. I couldn't enjoy the performance at all.,Gemini-2.0-Flash-Lite,negative
2624,"This general thing was a total disaster. Nothing went right, and I was so frustrated.",Gemini-2.0-Flash-Lite,negative
2625,"I went to that restaurant, and the food was terrible. The service was slow, and the atmosphere was depressing.",Gemini-2.0-Flash-Lite,negative
2626,"I bought that toy, and it was broken when I opened the box. My daughter was so upset. I'm furious!",Gemini-2.0-Flash-Lite,negative
2627,"That movie was a total letdown. The acting was awful, and the plot was confusing.",Gemini-2.0-Flash-Lite,negative
2628,The event was poorly planned and executed. I wasted my money and my time.,Gemini-2.0-Flash-Lite,negative
2629,"I went to that store, and the staff were rude and unhelpful. I will never shop there again.",Gemini-2.0-Flash-Lite,negative
2630,That ad was so obnoxious; I wanted to scream. It made me actively dislike the product.,Gemini-2.0-Flash-Lite,negative
2631,"The spa was a complete waste of money. The service was terrible, and the facilities were subpar.",Gemini-2.0-Flash-Lite,negative
2632,"I bought something from that brand, and it was a complete disappointment. The quality was terrible.",Gemini-2.0-Flash-Lite,negative
2633,The venue was cramped and uncomfortable. I couldn't wait to leave.,Gemini-2.0-Flash-Lite,negative
2634,"This general thing was a complete mess. Everything went wrong, and I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
2635,"I went to that restaurant, and the food was cold and tasteless. The service was slow and inattentive.",Gemini-2.0-Flash-Lite,negative
2636,"My kid got that toy, and it's already broken. What a waste of money! I'm so mad.",Gemini-2.0-Flash-Lite,negative
2637,That movie was a snooze-fest. I almost walked out halfway through. It was so boring.,Gemini-2.0-Flash-Lite,negative
2638,"The event was a total flop. The speakers were awful, and the whole thing was disorganized.",Gemini-2.0-Flash-Lite,negative
2639,"I went to that store, and the prices were outrageous. I couldn't believe how expensive everything was.",Gemini-2.0-Flash-Lite,negative
2640,That ad was so annoying; it played over and over again. I just wanted to turn off the TV.,Gemini-2.0-Flash-Lite,negative
2641,"The spa was a total rip-off. The massage was terrible, and the place felt dirty.",Gemini-2.0-Flash-Lite,negative
2642,"I bought something from that brand, and it fell apart after only a few uses. What a disappointment.",Gemini-2.0-Flash-Lite,negative
2643,"The venue was crowded and noisy. I couldn't hear anything, and I felt claustrophobic.",Gemini-2.0-Flash-Lite,negative
2644,"This general situation was a nightmare. Everything that could go wrong, did go wrong. I'm so stressed.",Gemini-2.0-Flash-Lite,negative
2645,"I went to that restaurant, and the food was overcooked and bland. The service was slow, and the place was dirty.",Gemini-2.0-Flash-Lite,negative
2646,"My son got that toy, and it was so cheaply made. I'm worried it's going to break any minute. It's a piece of junk.",Gemini-2.0-Flash-Lite,negative
2647,That movie was so predictable and boring. I wish I hadn't wasted my time watching it.,Gemini-2.0-Flash-Lite,negative
2648,"The event was disorganized and chaotic. The staff were rude, and I couldn't wait to leave.",Gemini-2.0-Flash-Lite,negative
2649,"I went to that store, and the staff were unhelpful and the prices were too high. I won't be going back.",Gemini-2.0-Flash-Lite,negative
2650,That ad was so annoying; it kept popping up everywhere. I'm starting to hate the product.,Gemini-2.0-Flash-Lite,negative
2651,"The spa was a rip-off. The massage was terrible, and the facilities were not clean. I want my money back.",Gemini-2.0-Flash-Lite,negative
2652,"I bought something from that brand, and it fell apart after only a few uses. I'm so disappointed with the quality.",Gemini-2.0-Flash-Lite,negative
2653,The venue was uncomfortable and the sound was terrible. I couldn't enjoy the performance at all.,Gemini-2.0-Flash-Lite,negative
2654,"This general thing was a total disaster. Nothing went right, and I was so frustrated.",Gemini-2.0-Flash-Lite,negative
2655,"I went to that restaurant, and the food was terrible. The service was slow, and the atmosphere was depressing.",Gemini-2.0-Flash-Lite,negative
2656,"I bought that toy, and it was broken when I opened the box. My daughter was so upset. I'm furious!",Gemini-2.0-Flash-Lite,negative
2657,"That movie was a total letdown. The acting was awful, and the plot was confusing.",Gemini-2.0-Flash-Lite,negative
2658,The event was poorly planned and executed. I wasted my money and my time.,Gemini-2.0-Flash-Lite,negative
2659,"I went to that store, and the staff were rude and unhelpful. I will never shop there again.",Gemini-2.0-Flash-Lite,negative
2660,That ad was so obnoxious; I wanted to scream. It made me actively dislike the product.,Gemini-2.0-Flash-Lite,negative
2661,"The spa was a complete waste of money. The service was terrible, and the facilities were subpar.",Gemini-2.0-Flash-Lite,negative
2662,"I bought something from that brand, and it was a complete disappointment. The quality was terrible.",Gemini-2.0-Flash-Lite,negative
2663,The venue was cramped and uncomfortable. I couldn't wait to leave.,Gemini-2.0-Flash-Lite,negative
2664,"This general thing was a complete mess. Everything went wrong, and I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
2665,"I went to that restaurant, and the food was cold and tasteless. The service was slow and inattentive.",Gemini-2.0-Flash-Lite,negative
2666,"My kid got that toy, and it's already broken. What a waste of money! I'm so mad.",Gemini-2.0-Flash-Lite,negative
2667,That movie was a snooze-fest. I almost walked out halfway through. It was so boring.,Gemini-2.0-Flash-Lite,negative
2668,"The event was a total flop. The speakers were awful, and the whole thing was disorganized.",Gemini-2.0-Flash-Lite,negative
2669,"I went to that store, and the prices were outrageous. I couldn't believe how expensive everything was.",Gemini-2.0-Flash-Lite,negative
2670,That ad was so annoying; it played over and over again. I just wanted to turn off the TV.,Gemini-2.0-Flash-Lite,negative
2671,"The spa was a total rip-off. The massage was terrible, and the place felt dirty.",Gemini-2.0-Flash-Lite,negative
2672,"I bought something from that brand, and it fell apart after only a few uses. What a disappointment.",Gemini-2.0-Flash-Lite,negative
2673,"The venue was crowded and noisy. I couldn't hear anything, and I felt claustrophobic.",Gemini-2.0-Flash-Lite,negative
2674,"This general situation was a nightmare. Everything that could go wrong, did go wrong. I'm so stressed.",Gemini-2.0-Flash-Lite,negative
2675,"I went to that restaurant, and the food was overcooked and bland. The service was slow, and the place was dirty.",Gemini-2.0-Flash-Lite,negative
2676,"My son got that toy, and it was so cheaply made. I'm worried it's going to break any minute. It's a piece of junk.",Gemini-2.0-Flash-Lite,negative
2677,That movie was so predictable and boring. I wish I hadn't wasted my time watching it.,Gemini-2.0-Flash-Lite,negative
2678,"The event was disorganized and chaotic. The staff were rude, and I couldn't wait to leave.",Gemini-2.0-Flash-Lite,negative
2679,"I went to that store, and the staff were unhelpful and the prices were too high. I won't be going back.",Gemini-2.0-Flash-Lite,negative
2680,That ad was so annoying; it kept popping up everywhere. I'm starting to hate the product.,Gemini-2.0-Flash-Lite,negative
2681,"The spa was a rip-off. The massage was terrible, and the facilities were not clean. I want my money back.",Gemini-2.0-Flash-Lite,negative
2682,"I bought something from that brand, and it fell apart after only a few uses. I'm so disappointed with the quality.",Gemini-2.0-Flash-Lite,negative
2683,The venue was uncomfortable and the sound was terrible. I couldn't enjoy the performance at all.,Gemini-2.0-Flash-Lite,negative
2684,"This general thing was a total disaster. Nothing went right, and I was so frustrated.",Gemini-2.0-Flash-Lite,negative
2685,"I went to that restaurant, and the food was terrible. The service was slow, and the atmosphere was depressing.",Gemini-2.0-Flash-Lite,negative
2686,"I bought that toy, and it was broken when I opened the box. My daughter was so upset. I'm furious!",Gemini-2.0-Flash-Lite,negative
2687,"That movie was a total letdown. The acting was awful, and the plot was confusing.",Gemini-2.0-Flash-Lite,negative
2688,The event was poorly planned and executed. I wasted my money and my time.,Gemini-2.0-Flash-Lite,negative
2689,"I went to that store, and the staff were rude and unhelpful. I will never shop there again.",Gemini-2.0-Flash-Lite,negative
2690,That ad was so obnoxious; I wanted to scream. It made me actively dislike the product.,Gemini-2.0-Flash-Lite,negative
2691,"The spa was a complete waste of money. The service was terrible, and the facilities were subpar.",Gemini-2.0-Flash-Lite,negative
2692,"I bought something from that brand, and it was a complete disappointment. The quality was terrible.",Gemini-2.0-Flash-Lite,negative
2693,The venue was cramped and uncomfortable. I couldn't wait to leave.,Gemini-2.0-Flash-Lite,negative
2694,"This general thing was a complete mess. Everything went wrong, and I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
2695,"I went to that restaurant, and the food was cold and tasteless. The service was slow and inattentive.",Gemini-2.0-Flash-Lite,negative
2696,"My kid got that toy, and it's already broken. What a waste of money! I'm so mad.",Gemini-2.0-Flash-Lite,negative
2697,That movie was a snooze-fest. I almost walked out halfway through. It was so boring.,Gemini-2.0-Flash-Lite,negative
2698,"The event was a total flop. The speakers were awful, and the whole thing was disorganized.",Gemini-2.0-Flash-Lite,negative
2699,"I went to that store, and the prices were outrageous. I couldn't believe how expensive everything was.",Gemini-2.0-Flash-Lite,negative
2700,That ad was so annoying; it played over and over again. I just wanted to turn off the TV.,Gemini-2.0-Flash-Lite,negative
2701,"The spa was a total rip-off. The massage was terrible, and the place felt dirty.",Gemini-2.0-Flash-Lite,negative
2702,"I bought something from that brand, and it fell apart after only a few uses. What a disappointment.",Gemini-2.0-Flash-Lite,negative
2703,"The venue was crowded and noisy. I couldn't hear anything, and I felt claustrophobic.",Gemini-2.0-Flash-Lite,negative
2704,"This general situation was a nightmare. Everything that could go wrong, did go wrong. I'm so stressed.",Gemini-2.0-Flash-Lite,negative
2705,"I went to that restaurant, and the food was overcooked and bland. The service was slow, and the place was dirty.",Gemini-2.0-Flash-Lite,negative
2706,"My son got that toy, and it was so cheaply made. I'm worried it's going to break any minute. It's a piece of junk.",Gemini-2.0-Flash-Lite,negative
2707,That movie was so predictable and boring. I wish I hadn't wasted my time watching it.,Gemini-2.0-Flash-Lite,negative
2708,"The event was disorganized and chaotic. The staff were rude, and I couldn't wait to leave.",Gemini-2.0-Flash-Lite,negative
2709,"I went to that store, and the staff were unhelpful and the prices were too high. I won't be going back.",Gemini-2.0-Flash-Lite,negative
2710,That ad was so annoying; it kept popping up everywhere. I'm starting to hate the product.,Gemini-2.0-Flash-Lite,negative
2711,"The spa was a rip-off. The massage was terrible, and the facilities were not clean. I want my money back.",Gemini-2.0-Flash-Lite,negative
2712,"I bought something from that brand, and it fell apart after only a few uses. I'm so disappointed with the quality.",Gemini-2.0-Flash-Lite,negative
2713,The venue was uncomfortable and the sound was terrible. I couldn't enjoy the performance at all.,Gemini-2.0-Flash-Lite,negative
2714,"This general thing was a total disaster. Nothing went right, and I was so frustrated.",Gemini-2.0-Flash-Lite,negative
2715,"I went to that restaurant, and the food was terrible. The service was slow, and the atmosphere was depressing.",Gemini-2.0-Flash-Lite,negative
2716,"I bought that toy, and it was broken when I opened the box. My daughter was so upset. I'm furious!",Gemini-2.0-Flash-Lite,negative
2717,"That movie was a total letdown. The acting was awful, and the plot was confusing.",Gemini-2.0-Flash-Lite,negative
2718,The event was poorly planned and executed. I wasted my money and my time.,Gemini-2.0-Flash-Lite,negative
2719,"I went to that store, and the staff were rude and unhelpful. I will never shop there again.",Gemini-2.0-Flash-Lite,negative
2720,That ad was so obnoxious; I wanted to scream. It made me actively dislike the product.,Gemini-2.0-Flash-Lite,negative
2721,"The spa was a complete waste of money. The service was terrible, and the facilities were subpar.",Gemini-2.0-Flash-Lite,negative
2722,"I bought something from that brand, and it was a complete disappointment. The quality was terrible.",Gemini-2.0-Flash-Lite,negative
2723,The venue was cramped and uncomfortable. I couldn't wait to leave.,Gemini-2.0-Flash-Lite,negative
2724,"This general thing was a complete mess. Everything went wrong, and I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
2725,"I went to that restaurant, and the food was cold and tasteless. The service was slow and inattentive.",Gemini-2.0-Flash-Lite,negative
2726,"My kid got that toy, and it's already broken. What a waste of money! I'm so mad.",Gemini-2.0-Flash-Lite,negative
2727,That movie was a snooze-fest. I almost walked out halfway through. It was so boring.,Gemini-2.0-Flash-Lite,negative
2728,"The event was a total flop. The speakers were awful, and the whole thing was disorganized.",Gemini-2.0-Flash-Lite,negative
2729,"I went to that store, and the prices were outrageous. I couldn't believe how expensive everything was.",Gemini-2.0-Flash-Lite,negative
2730,That ad was so annoying; it played over and over again. I just wanted to turn off the TV.,Gemini-2.0-Flash-Lite,negative
2731,"The spa was a total rip-off. The massage was terrible, and the place felt dirty.",Gemini-2.0-Flash-Lite,negative
2732,"I bought something from that brand, and it fell apart after only a few uses. What a disappointment.",Gemini-2.0-Flash-Lite,negative
2733,"The venue was crowded and noisy. I couldn't hear anything, and I felt claustrophobic.",Gemini-2.0-Flash-Lite,negative
2734,"This general situation was a nightmare. Everything that could go wrong, did go wrong. I'm so stressed.",Gemini-2.0-Flash-Lite,negative
2735,"I went to that restaurant, and the food was overcooked and bland. The service was slow, and the place was dirty.",Gemini-2.0-Flash-Lite,negative
2736,"My son got that toy, and it was so cheaply made. I'm worried it's going to break any minute. It's a piece of junk.",Gemini-2.0-Flash-Lite,negative
2737,That movie was so predictable and boring. I wish I hadn't wasted my time watching it.,Gemini-2.0-Flash-Lite,negative
2738,"The event was disorganized and chaotic. The staff were rude, and I couldn't wait to leave.",Gemini-2.0-Flash-Lite,negative
2739,"I went to that store, and the staff were unhelpful and the prices were too high. I won't be going back.",Gemini-2.0-Flash-Lite,negative
2740,That ad was so annoying; it kept popping up everywhere. I'm starting to hate the product.,Gemini-2.0-Flash-Lite,negative
2741,"The spa was a rip-off. The massage was terrible, and the facilities were not clean. I want my money back.",Gemini-2.0-Flash-Lite,negative
2742,"I bought something from that brand, and it fell apart after only a few uses. I'm so disappointed with the quality.",Gemini-2.0-Flash-Lite,negative
2743,The venue was uncomfortable and the sound was terrible. I couldn't enjoy the performance at all.,Gemini-2.0-Flash-Lite,negative
2744,"This general thing was a total disaster. Nothing went right, and I was so frustrated.",Gemini-2.0-Flash-Lite,negative
2745,"I went to that restaurant, and the food was terrible. The service was slow, and the atmosphere was depressing.",Gemini-2.0-Flash-Lite,negative
2746,"I bought that toy, and it was broken when I opened the box. My daughter was so upset. I'm furious!",Gemini-2.0-Flash-Lite,negative
2747,"That movie was a total letdown. The acting was awful, and the plot was confusing.",Gemini-2.0-Flash-Lite,negative
2748,The event was poorly planned and executed. I wasted my money and my time.,Gemini-2.0-Flash-Lite,negative
2749,"I went to that store, and the staff were rude and unhelpful. I will never shop there again.",Gemini-2.0-Flash-Lite,negative
2750,That ad was so obnoxious; I wanted to scream. It made me actively dislike the product.,Gemini-2.0-Flash-Lite,negative
2751,"The spa was a complete waste of money. The service was terrible, and the facilities were subpar.",Gemini-2.0-Flash-Lite,negative
2752,"I bought something from that brand, and it was a complete disappointment. The quality was terrible.",Gemini-2.0-Flash-Lite,negative
2753,The venue was cramped and uncomfortable. I couldn't wait to leave.,Gemini-2.0-Flash-Lite,negative
2754,"This general thing was a complete mess. Everything went wrong, and I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
2755,"I went to that restaurant, and the food was cold and tasteless. The service was slow and inattentive.",Gemini-2.0-Flash-Lite,negative
2756,"My kid got that toy, and it's already broken. What a waste of money! I'm so mad.",Gemini-2.0-Flash-Lite,negative
2757,That movie was a snooze-fest. I almost walked out halfway through. It was so boring.,Gemini-2.0-Flash-Lite,negative
2758,"The event was a total flop. The speakers were awful, and the whole thing was disorganized.",Gemini-2.0-Flash-Lite,negative
2759,"I went to that store, and the prices were outrageous. I couldn't believe how expensive everything was.",Gemini-2.0-Flash-Lite,negative
2760,That ad was so annoying; it played over and over again. I just wanted to turn off the TV.,Gemini-2.0-Flash-Lite,negative
2761,"The spa was a total rip-off. The massage was terrible, and the place felt dirty.",Gemini-2.0-Flash-Lite,negative
2762,"I bought something from that brand, and it fell apart after only a few uses. What a disappointment.",Gemini-2.0-Flash-Lite,negative
2763,"The venue was crowded and noisy. I couldn't hear anything, and I felt claustrophobic.",Gemini-2.0-Flash-Lite,negative
2764,"This general situation was a nightmare. Everything that could go wrong, did go wrong. I'm so stressed.",Gemini-2.0-Flash-Lite,negative
2765,"I went to that restaurant, and the food was overcooked and bland. The service was slow, and the place was dirty.",Gemini-2.0-Flash-Lite,negative
2766,"My son got that toy, and it was so cheaply made. I'm worried it's going to break any minute. It's a piece of junk.",Gemini-2.0-Flash-Lite,negative
2767,That movie was so predictable and boring. I wish I hadn't wasted my time watching it.,Gemini-2.0-Flash-Lite,negative
2768,"The event was disorganized and chaotic. The staff were rude, and I couldn't wait to leave.",Gemini-2.0-Flash-Lite,negative
2769,"I went to that store, and the staff were unhelpful and the prices were too high. I won't be going back.",Gemini-2.0-Flash-Lite,negative
2770,That ad was so annoying; it kept popping up everywhere. I'm starting to hate the product.,Gemini-2.0-Flash-Lite,negative
2771,"The spa was a rip-off. The massage was terrible, and the facilities were not clean. I want my money back.",Gemini-2.0-Flash-Lite,negative
2772,"I bought something from that brand, and it fell apart after only a few uses. I'm so disappointed with the quality.",Gemini-2.0-Flash-Lite,negative
2773,The venue was uncomfortable and the sound was terrible. I couldn't enjoy the performance at all.,Gemini-2.0-Flash-Lite,negative
2774,"This general thing was a total disaster. Nothing went right, and I was so frustrated.",Gemini-2.0-Flash-Lite,negative
2775,"I went to that restaurant, and the food was terrible. The service was slow, and the atmosphere was depressing.",Gemini-2.0-Flash-Lite,negative
2776,"I bought that toy, and it was broken when I opened the box. My daughter was so upset. I'm furious!",Gemini-2.0-Flash-Lite,negative
2777,"That movie was a total letdown. The acting was awful, and the plot was confusing.",Gemini-2.0-Flash-Lite,negative
2778,The event was poorly planned and executed. I wasted my money and my time.,Gemini-2.0-Flash-Lite,negative
2779,"I went to that store, and the staff were rude and unhelpful. I will never shop there again.",Gemini-2.0-Flash-Lite,negative
2780,That ad was so obnoxious; I wanted to scream. It made me actively dislike the product.,Gemini-2.0-Flash-Lite,negative
2781,"The spa was a complete waste of money. The service was terrible, and the facilities were subpar.",Gemini-2.0-Flash-Lite,negative
2782,"I bought something from that brand, and it was a complete disappointment. The quality was terrible.",Gemini-2.0-Flash-Lite,negative
2783,The venue was cramped and uncomfortable. I couldn't wait to leave.,Gemini-2.0-Flash-Lite,negative
2784,"This general thing was a complete mess. Everything went wrong, and I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
2785,"I went to that restaurant, and the food was cold and tasteless. The service was slow and inattentive.",Gemini-2.0-Flash-Lite,negative
2786,"My kid got that toy, and it's already broken. What a waste of money! I'm so mad.",Gemini-2.0-Flash-Lite,negative
2787,That movie was a snooze-fest. I almost walked out halfway through. It was so boring.,Gemini-2.0-Flash-Lite,negative
2788,"The event was a total flop. The speakers were awful, and the whole thing was disorganized.",Gemini-2.0-Flash-Lite,negative
2789,"I went to that store, and the prices were outrageous. I couldn't believe how expensive everything was.",Gemini-2.0-Flash-Lite,negative
2790,That ad was so annoying; it played over and over again. I just wanted to turn off the TV.,Gemini-2.0-Flash-Lite,negative
2791,"The spa was a total rip-off. The massage was terrible, and the place felt dirty.",Gemini-2.0-Flash-Lite,negative
2792,"I bought something from that brand, and it fell apart after only a few uses. What a disappointment.",Gemini-2.0-Flash-Lite,negative
2793,"The venue was crowded and noisy. I couldn't hear anything, and I felt claustrophobic.",Gemini-2.0-Flash-Lite,negative
2794,"This general situation was a nightmare. Everything that could go wrong, did go wrong. I'm so stressed.",Gemini-2.0-Flash-Lite,negative
2795,"I went to that restaurant, and the food was overcooked and bland. The service was slow, and the place was dirty.",Gemini-2.0-Flash-Lite,negative
2796,"My son got that toy, and it was so cheaply made. I'm worried it's going to break any minute. It's a piece of junk.",Gemini-2.0-Flash-Lite,negative
2797,That movie was so predictable and boring. I wish I hadn't wasted my time watching it.,Gemini-2.0-Flash-Lite,negative
2798,"The event was disorganized and chaotic. The staff were rude, and I couldn't wait to leave.",Gemini-2.0-Flash-Lite,negative
2799,"I went to that store, and the staff were unhelpful and the prices were too high. I won't be going back.",Gemini-2.0-Flash-Lite,negative
2800,That ad was so annoying; it kept popping up everywhere. I'm starting to hate the product.,Gemini-2.0-Flash-Lite,negative
2801,"The spa was a rip-off. The massage was terrible, and the facilities were not clean. I want my money back.",Gemini-2.0-Flash-Lite,negative
2802,"I bought something from that brand, and it fell apart after only a few uses. I'm so disappointed with the quality.",Gemini-2.0-Flash-Lite,negative
2803,The venue was uncomfortable and the sound was terrible. I couldn't enjoy the performance at all.,Gemini-2.0-Flash-Lite,negative
2804,"This general thing was a total disaster. Nothing went right, and I was so frustrated.",Gemini-2.0-Flash-Lite,negative
2805,"I went to that restaurant, and the food was terrible. The service was slow, and the atmosphere was depressing.",Gemini-2.0-Flash-Lite,negative
2806,"I bought that toy, and it was broken when I opened the box. My daughter was so upset. I'm furious!",Gemini-2.0-Flash-Lite,negative
2807,"That movie was a total letdown. The acting was awful, and the plot was confusing.",Gemini-2.0-Flash-Lite,negative
2808,The event was poorly planned and executed. I wasted my money and my time.,Gemini-2.0-Flash-Lite,negative
2809,"I went to that store, and the staff were rude and unhelpful. I will never shop there again.",Gemini-2.0-Flash-Lite,negative
2810,That ad was so obnoxious; I wanted to scream. It made me actively dislike the product.,Gemini-2.0-Flash-Lite,negative
2811,"The spa was a complete waste of money. The service was terrible, and the facilities were subpar.",Gemini-2.0-Flash-Lite,negative
2812,"I bought something from that brand, and it was a complete disappointment. The quality was terrible.",Gemini-2.0-Flash-Lite,negative
2813,The venue was cramped and uncomfortable. I couldn't wait to leave.,Gemini-2.0-Flash-Lite,negative
2814,"This general thing was a complete mess. Everything went wrong, and I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
2815,"I went to that restaurant, and the food was cold and tasteless. The service was slow and inattentive.",Gemini-2.0-Flash-Lite,negative
2816,"My kid got that toy, and it's already broken. What a waste of money! I'm so mad.",Gemini-2.0-Flash-Lite,negative
2817,That movie was a snooze-fest. I almost walked out halfway through. It was so boring.,Gemini-2.0-Flash-Lite,negative
2818,"The event was a total flop. The speakers were awful, and the whole thing was disorganized.",Gemini-2.0-Flash-Lite,negative
2819,"I went to that store, and the prices were outrageous. I couldn't believe how expensive everything was.",Gemini-2.0-Flash-Lite,negative
2820,That ad was so annoying; it played over and over again. I just wanted to turn off the TV.,Gemini-2.0-Flash-Lite,negative
2821,"The spa was a total rip-off. The massage was terrible, and the place felt dirty.",Gemini-2.0-Flash-Lite,negative
2822,"I bought something from that brand, and it fell apart after only a few uses. What a disappointment.",Gemini-2.0-Flash-Lite,negative
2823,"The venue was crowded and noisy. I couldn't hear anything, and I felt claustrophobic.",Gemini-2.0-Flash-Lite,negative
2824,"This general situation was a nightmare. Everything that could go wrong, did go wrong. I'm so stressed.",Gemini-2.0-Flash-Lite,negative
2825,"I went to that restaurant, and the food was overcooked and bland. The service was slow, and the place was dirty.",Gemini-2.0-Flash-Lite,negative
2826,"My son got that toy, and it was so cheaply made. I'm worried it's going to break any minute. It's a piece of junk.",Gemini-2.0-Flash-Lite,negative
2827,That movie was so predictable and boring. I wish I hadn't wasted my time watching it.,Gemini-2.0-Flash-Lite,negative
2828,"The event was disorganized and chaotic. The staff were rude, and I couldn't wait to leave.",Gemini-2.0-Flash-Lite,negative
2829,"I went to that store, and the staff were unhelpful and the prices were too high. I won't be going back.",Gemini-2.0-Flash-Lite,negative
2830,That ad was so annoying; it kept popping up everywhere. I'm starting to hate the product.,Gemini-2.0-Flash-Lite,negative
2831,"The spa was a rip-off. The massage was terrible, and the facilities were not clean. I want my money back.",Gemini-2.0-Flash-Lite,negative
2832,"I bought something from that brand, and it fell apart after only a few uses. I'm so disappointed with the quality.",Gemini-2.0-Flash-Lite,negative
2833,The venue was uncomfortable and the sound was terrible. I couldn't enjoy the performance at all.,Gemini-2.0-Flash-Lite,negative
2834,"This general thing was a total disaster. Nothing went right, and I was so frustrated.",Gemini-2.0-Flash-Lite,negative
2835,"I went to that restaurant, and the food was terrible. The service was slow, and the atmosphere was depressing.",Gemini-2.0-Flash-Lite,negative
2836,"I bought that toy, and it was broken when I opened the box. My daughter was so upset. I'm furious!",Gemini-2.0-Flash-Lite,negative
2837,"That movie was a total letdown. The acting was awful, and the plot was confusing.",Gemini-2.0-Flash-Lite,negative
2838,The event was poorly planned and executed. I wasted my money and my time.,Gemini-2.0-Flash-Lite,negative
2839,"I went to that store, and the staff were rude and unhelpful. I will never shop there again.",Gemini-2.0-Flash-Lite,negative
2840,That ad was so obnoxious; I wanted to scream. It made me actively dislike the product.,Gemini-2.0-Flash-Lite,negative
2841,"The spa was a complete waste of money. The service was terrible, and the facilities were subpar.",Gemini-2.0-Flash-Lite,negative
2842,"I bought something from that brand, and it was a complete disappointment. The quality was terrible.",Gemini-2.0-Flash-Lite,negative
2843,The venue was cramped and uncomfortable. I couldn't wait to leave.,Gemini-2.0-Flash-Lite,negative
2844,"This general thing was a complete mess. Everything went wrong, and I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
2845,"I went to that restaurant, and the food was cold and tasteless. The service was slow and inattentive.",Gemini-2.0-Flash-Lite,negative
2846,"My kid got that toy, and it's already broken. What a waste of money! I'm so mad.",Gemini-2.0-Flash-Lite,negative
2847,That movie was a snooze-fest. I almost walked out halfway through. It was so boring.,Gemini-2.0-Flash-Lite,negative
2848,"The event was a total flop. The speakers were awful, and the whole thing was disorganized.",Gemini-2.0-Flash-Lite,negative
2849,"I went to that store, and the prices were outrageous. I couldn't believe how expensive everything was.",Gemini-2.0-Flash-Lite,negative
