,Unnamed: 0,review,model,sentiment
2258,2259,"The movie 'City Lights' was a hgue dsitapmeoninpt. The plot was culvonetod, and the anitcg was wooden.",Gemini-2.0-Flash-Lite,negative
2259,2260,"This 'Brand A' product is a complete rip-off. It's cheaply made, and it broke after only a week.",Gemini-2.0-Flash-Lite,negative
2260,2261,"The 'Pizza Pacle' restaurant was a total letdown. The pizza was greasy, and the scviere was slow.",Gemini-2.0-Flash-Lite,negative
2261,2262,I bughot this toy and it was breokn when it arrived. What a waste of money! So futsirntrag.,Gemini-2.0-Flash-Lite,negative
2262,2263,"The event was a complete wsate of time. The speakers were boring, and the venue was cramped.",Gemini-2.0-Flash-Lite,negative
2263,2264,"The 'Oasis Spa' was anything but an oasis. It was crowded and nisoy, and the massage was mediocre.",Gemini-2.0-Flash-Lite,negative
2264,2265,"This ad was so ayoninng, I muted the TV. The music was awufl, and the product seemed overpriced.",Gemini-2.0-Flash-Lite,negative
2265,2266,"The 'Discount Depot' store was a datsseir. The shelves were etmpy, and the prices weren't even that good.",Gemini-2.0-Flash-Lite,negative
2266,2267,"The movie 'Starfall' was a complete snooze-fest. The plot was predictable, and the saceipl effects were cheesy.",Gemini-2.0-Flash-Lite,negative
2267,2268,"This 'Brand B' product is a total sacm. It doesn't work as advertised, and the customer service is awufl.",Gemini-2.0-Flash-Lite,negative
2268,2269,"The 'Taco Town' restaurant was a dmtoiapepsnnit. The tacos were bland, and the service was slow.",Gemini-2.0-Flash-Lite,negative
2269,2270,This toy was a complete wtsae of money. It borke within minutes of my kid palying with it. I'm fiuuors!,Gemini-2.0-Flash-Lite,negative
2270,2271,"The event was prooly organized. The lines were long, and the staff was rude. I'm so fusrettrad.",Gemini-2.0-Flash-Lite,negative
2271,2272,"The 'Harmony Spa' was anything but hourmniaos. It was loud, and the massage was tebrlire.",Gemini-2.0-Flash-Lite,negative
2272,2273,"This ad was so irtnariitg, I changed the channel. The actors were trirblee, and the message was cnuoisfng.",Gemini-2.0-Flash-Lite,negative
2273,2274,"The 'Giant Mart' store was a mess. The aisles were crowded, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative
2274,2275,"The movie 'Galactic Quest' was a huge letdown. The spiaecl effects were cseehy, and the story was predictable.",Gemini-2.0-Flash-Lite,negative
2275,2276,"This 'Brand C' product is a complete filraue. It ddin' work at all, and the customer service was non-existent.",Gemini-2.0-Flash-Lite,negative
2276,2277,"The 'Sushi Shack' restaurant was a dtsiaser. The sshui was stale, and the service was slow.",Gemini-2.0-Flash-Lite,negative
2277,2278,"I bought this toy for my niece, and it was bekorn on arrival. What a wstae of money! I'm so aonyend.",Gemini-2.0-Flash-Lite,negative
2278,2279,"The event was a complete folp. The music was tirbrele, and the atmosphere was dull. I'm so dopiatnepsid.",Gemini-2.0-Flash-Lite,negative
2279,2280,"The 'Serene Spa' was a letdown. The service was slow, and the atmosphere was sterile.",Gemini-2.0-Flash-Lite,negative
2280,2281,"This ad was so cheesy, it made me cngrie. The acting was tribelre, and the product seemed ulssees.",Gemini-2.0-Flash-Lite,negative
2281,2282,"The 'Big Box' srote was a dsasiter. The lines were long, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative
2282,2283,"The movie 'Cosmic Voyage' was a hgue dapotsniempint. The plot was convoluted, and the acting was wooden.",Gemini-2.0-Flash-Lite,negative
2283,2284,"This 'Brand D' product is a complete rip-off. It's cheaply made, and it broke after only a week.",Gemini-2.0-Flash-Lite,negative
2284,2285,"The 'Pasta Paradise' restaurant was a total letdown. The pasta was overcooked, and the service was slow.",Gemini-2.0-Flash-Lite,negative
2285,2286,I bought this toy and it was bekron when it arrived. What a wtsae of money! I'm so anoeynd.,Gemini-2.0-Flash-Lite,negative
2286,2287,"The event was a complete wtase of time. The speakers were bnriog, and the venue was cramped.",Gemini-2.0-Flash-Lite,negative
2287,2288,"The 'Tranquil Spa' was anything but turaniql. It was crowded and nosiy, and the massage was mroceide.",Gemini-2.0-Flash-Lite,negative
2288,2289,"This ad was so aninnyog, I muted the TV. The music was aufwl, and the product seemed overpriced.",Gemini-2.0-Flash-Lite,negative
2289,2290,"The 'Mega Mart' store was a diatessr. The shelves were etpmy, and the prices weren't even that good.",Gemini-2.0-Flash-Lite,negative
2290,2291,"The movie 'Space Odyssey' was a complete snooze-fest. The plot was predictable, and the scapiel effects were cheesy.",Gemini-2.0-Flash-Lite,negative
2291,2292,"This 'Brand E' product is a total scam. It doesn't work as advertised, and the customer secrive is auwfl.",Gemini-2.0-Flash-Lite,negative
2292,2293,"The 'Burger Joint' restaurant was a damniipstnpoet. The burgers were dry, and the fries were cold.",Gemini-2.0-Flash-Lite,negative
2293,2294,This toy was a complete wtsae of money. It bokre within minutes of my kid painlyg with it. I'm firuous!,Gemini-2.0-Flash-Lite,negative
2294,2295,"The event was poorly organized. The lines were long, and the staff was rdue. I'm so fsarutrted.",Gemini-2.0-Flash-Lite,negative
2295,2296,"The 'Calm Spa' was anything but clam. It was loud, and the massage was trebilre.",Gemini-2.0-Flash-Lite,negative
2296,2297,"This ad was so iritrtniag, I changed the chanenl. The actors were tlberire, and the message was cfnuonsig.",Gemini-2.0-Flash-Lite,negative
2297,2298,"The 'Super Store' store was a mess. The aisles were crowded, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative
2298,2299,"The movie 'Galaxy Quest' was a hgue letdown. The scapiel effects were cheesy, and the story was predictable.",Gemini-2.0-Flash-Lite,negative
2299,2300,"This 'Brand F' product is a complete failure. It didn't work at all, and the customer service was non-existent.",Gemini-2.0-Flash-Lite,negative
2300,2301,"The 'Pizza Palace' restaurant was a dsaesitr. The pizza was stale, and the service was slow.",Gemini-2.0-Flash-Lite,negative
2301,2302,"I bought this toy for my nephew, and it was beokrn on arrival. What a wsate of money! I'm so ayonned.",Gemini-2.0-Flash-Lite,negative
2302,2303,"The event was a ctoepmle flop. The music was trireble, and the atmosphere was dlul. I'm so dpaetiinspod.",Gemini-2.0-Flash-Lite,negative
2303,2304,"The 'Harmony Spa' was a letdown. The service was slow, and the atmosphere was sterile.",Gemini-2.0-Flash-Lite,negative
2304,2305,"This ad was so cheesy, it made me cringe. The aitncg was tlerrbie, and the product seemed usesels.",Gemini-2.0-Flash-Lite,negative
2305,2306,"The 'Big Box' store was a desiastr. The lneis were long, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative
2306,2307,"The movie 'City Lights' was a huge dsitaopmnienpt. The plot was convoluted, and the acting was wooden.",Gemini-2.0-Flash-Lite,negative
2307,2308,"This 'Brand G' product is a complete rip-off. It's cheaply made, and it bokre after only a week.",Gemini-2.0-Flash-Lite,negative
2308,2309,"The 'Taco Time' restaurant was a total letdown. The tacos were bland, and the service was slow.",Gemini-2.0-Flash-Lite,negative
2309,2310,I bought this toy and it was berokn when it arrived. What a wtase of money! I'm so aoennyd.,Gemini-2.0-Flash-Lite,negative
2310,2311,"The event was a complete wstae of time. The speakers were bnroig, and the veune was cramped.",Gemini-2.0-Flash-Lite,negative
2311,2312,"The 'Oasis Spa' was anything but an oasis. It was crowded and niosy, and the massage was mediocre.",Gemini-2.0-Flash-Lite,negative
2312,2313,"This ad was so aiyonnng, I muted the TV. The music was awful, and the product seemed overpriced.",Gemini-2.0-Flash-Lite,negative
2313,2314,"The 'Discount Deopt' store was a dasister. The shelves were empty, and the pecris weren't even that good.",Gemini-2.0-Flash-Lite,negative
2314,2315,"The movie 'Starfall' was a complete snooze-fest. The plot was predictable, and the spaicel effects were cheesy.",Gemini-2.0-Flash-Lite,negative
2315,2316,"This 'Brand H' product is a total scam. It doesn't work as advertised, and the couetmsr service is afwul.",Gemini-2.0-Flash-Lite,negative
2316,2317,"The 'Burger Barn' restaurant was a dmnpiasoietpnt. The burgers were dry, and the fries were cold.",Gemini-2.0-Flash-Lite,negative
2317,2318,This toy was a cpmlteoe wtase of money. It bokre wiihtn minutes of my kid plnyaig with it. I'm friouus!,Gemini-2.0-Flash-Lite,negative
2318,2319,"The event was poorly organized. The lines were long, and the satff was rdue. I'm so fratrteusd.",Gemini-2.0-Flash-Lite,negative
2319,2320,"The 'Zenith Spa' was anything but zen. It was loud, and the massage was tlbirere.",Gemini-2.0-Flash-Lite,negative
2320,2321,"This ad was so irarntiitg, I changed the channel. The acrots were treibrle, and the message was cunsfnoig.",Gemini-2.0-Flash-Lite,negative
2321,2322,"The 'Giant Mart' store was a mess. The aisles wree crowded, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative
2322,2323,"The mivoe 'Cosmic Voyage' was a huge letdown. The speiacl effects were cheesy, and the story was predictable.",Gemini-2.0-Flash-Lite,negative
2323,2324,"This 'Brand I' product is a complete frluiae. It didn't work at all, and the customer service was non-existent.",Gemini-2.0-Flash-Lite,negative
2324,2325,"The 'Sushi House' rrsnauaett was a dsseitar. The sushi was satle, and the service was slow.",Gemini-2.0-Flash-Lite,negative
2325,2326,"I bought this toy for my niece, and it was berkon on arrival. What a waste of money! I'm so aneynod.",Gemini-2.0-Flash-Lite,negative
2326,2327,"The event was a complete folp. The music was tlreirbe, and the atmosphere was dlul. I'm so dniispapoted.",Gemini-2.0-Flash-Lite,negative
2327,2328,"The 'Serene Spa' was a letdown. The service was solw, and the ahmseoprte was sleirte.",Gemini-2.0-Flash-Lite,negative
2328,2329,"Tihs ad was so cheesy, it made me cringe. The acting was trirelbe, and the product seemed ulesess.",Gemini-2.0-Flash-Lite,negative
2329,2330,"The 'Big Box' store was a dseitasr. The lines were long, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative
2330,2331,"The movie 'City Lights' was a hgue dmnppnoitesait. The plot was covuenlotd, and the acting was wooden.",Gemini-2.0-Flash-Lite,negative
2331,2332,"This 'Brand J' product is a complete rip-off. It's cheaply mdae, and it bokre after only a week.",Gemini-2.0-Flash-Lite,negative
2332,2333,"The 'Pasta Palace' ruaanrsett was a total letdown. The pasta was overcooked, and the service was slow.",Gemini-2.0-Flash-Lite,negative
2333,2334,I bought this toy and it was boekrn when it arrived. Waht a wtsae of money! I'm so aneonyd.,Gemini-2.0-Flash-Lite,negative
2334,2335,"The event was a complete wsate of time. The speakers were boring, and the venue was cramped.",Gemini-2.0-Flash-Lite,negative
2335,2336,"The 'Tranquil Spa' was anything but tranquil. It was crowded and nsoiy, and the massage was mediocre.",Gemini-2.0-Flash-Lite,negative
2336,2337,"This ad was so anoninyg, I muted the TV. The music was auwfl, and the product seemed overpriced.",Gemini-2.0-Flash-Lite,negative
2337,2338,"The 'Mega Mart' store was a dssaiter. The shelves wree empty, and the prices weren't even that good.",Gemini-2.0-Flash-Lite,negative
2338,2339,"The movie 'Space Odyssey' was a cepltome snooze-fest. The plot was predictable, and the scaipel effects were cheesy.",Gemini-2.0-Flash-Lite,negative
2339,2340,"This 'Brand K' product is a total scam. It doesn't work as advertised, and the customer service is awufl.",Gemini-2.0-Flash-Lite,negative
2340,2341,"The 'Burger Joint' restaurant was a dmonteaipspnit. The burgers were dry, and the fries were cold.",Gemini-2.0-Flash-Lite,negative
2341,2342,This toy was a complete wstae of money. It bkroe within minutes of my kid pyilang with it. I'm fuuiros!,Gemini-2.0-Flash-Lite,negative
2342,2343,"The event was poorly organized. The lines were long, and the staff was rude. I'm so fasertrtud.",Gemini-2.0-Flash-Lite,negative
2343,2344,"The 'Calm Spa' was anything but calm. It was loud, and the masasge was tbrliree.",Gemini-2.0-Flash-Lite,negative
2344,2345,"This ad was so iitntarrig, I changed the channel. The actors were trbliere, and the message was cnuionsfg.",Gemini-2.0-Flash-Lite,negative
2345,2346,"The 'Super Store' store was a mess. The aisles were crowded, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative
2346,2347,"The movie 'Galaxy Quest' was a huge letdown. The scpiael effects were cheesy, and the story was predictable.",Gemini-2.0-Flash-Lite,negative
2347,2348,"This 'Brand L' product is a complete fruliae. It ddin' work at all, and the customer scivere was non-existent.",Gemini-2.0-Flash-Lite,negative
2348,2349,"The 'Pizza Pacale' restaurant was a daetssir. The pziza was stale, and the service was slow.",Gemini-2.0-Flash-Lite,negative
2349,2350,"I bought this toy for my nephew, and it was broken on arrival. What a wtsae of money! I'm so aeynnod.",Gemini-2.0-Flash-Lite,negative
2350,2351,"The event was a complete flop. The music was trirelbe, and the atmosphere was dull. I'm so dtnepaposiid.",Gemini-2.0-Flash-Lite,negative
2351,2352,"The 'Harmony Spa' was a letdown. The service was slow, and the atmosphere was sterile.",Gemini-2.0-Flash-Lite,negative
2352,2353,"This ad was so cheesy, it made me cringe. The aintcg was telrbire, and the prdouct seemed useelss.",Gemini-2.0-Flash-Lite,negative
2353,2354,"The 'Big Box' store was a distesar. The lnies were long, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative
2354,2355,"The movie 'City Lights' was a hgue depmstiaonpint. The plot was convoluted, and the acting was wooden.",Gemini-2.0-Flash-Lite,negative
2355,2356,"This 'Brand M' product is a complete rip-off. It's cheaply made, and it broke after only a week.",Gemini-2.0-Flash-Lite,negative
2356,2357,"The 'Taco Time' restaurant was a total letdown. The tacos were balnd, and the service was solw.",Gemini-2.0-Flash-Lite,negative
2357,2358,I buoght this toy and it was bekron when it arrived. What a wstae of money! I'm so annoeyd.,Gemini-2.0-Flash-Lite,negative
2358,2359,"The event was a complete waste of time. The sraepeks were bnoirg, and the veune was cramped.",Gemini-2.0-Flash-Lite,negative
2359,2360,"The 'Oasis Spa' was anything but an oasis. It was crowded and noisy, and the massage was mediocre.",Gemini-2.0-Flash-Lite,negative
2360,2361,"This ad was so annnyiog, I muted the TV. The music was afuwl, and the product seemed overpriced.",Gemini-2.0-Flash-Lite,negative
2361,2362,"The 'Discount Depot' store was a dssateir. The shelves were eptmy, and the prices weren't even that good.",Gemini-2.0-Flash-Lite,negative
2362,2363,"The movie 'Starfall' was a complete snooze-fest. The plot was predictable, and the spcieal effects were cheesy.",Gemini-2.0-Flash-Lite,negative
2363,2364,"This 'Brand N' product is a total scam. It doesn't wrok as astvdeierd, and the customer service is awful.",Gemini-2.0-Flash-Lite,negative
2364,2365,"The 'Burger Barn' restaurant was a dinsaeipmtnpot. The burgers were dry, and the fries were cold.",Gemini-2.0-Flash-Lite,negative
2365,2366,This toy was a cemlpote wtsae of money. It brkoe within minutes of my kid pynailg with it. I'm fuuiros!,Gemini-2.0-Flash-Lite,negative
2366,2367,"The event was poorly organized. The lines were long, and the staff was rdue. I'm so frsaurtted.",Gemini-2.0-Flash-Lite,negative
2367,2368,"The 'Zenith Spa' was anything but zen. It was loud, and the massage was trrelbie.",Gemini-2.0-Flash-Lite,negative
2368,2369,"This ad was so iittiranrg, I changed the channel. The actors were tilebrre, and the message was cnoifunsg.",Gemini-2.0-Flash-Lite,negative
2369,2370,"The 'Giant Mart' store was a mses. The aisles were crowded, and the stfaf was unhelpful.",Gemini-2.0-Flash-Lite,negative
2370,2371,"The movie 'Cosmic Voyage' was a hgue letdown. The spiceal effects were cheesy, and the story was predictable.",Gemini-2.0-Flash-Lite,negative
2371,2372,"This 'Brand O' product is a complete faurlie. It didn't work at all, and the customer service was non-existent.",Gemini-2.0-Flash-Lite,negative
2372,2373,"The 'Sushi House' restaurant was a dtseasir. The sushi was stale, and the service was slow.",Gemini-2.0-Flash-Lite,negative
2373,2374,"I bought this toy for my niece, and it was broken on arrival. What a watse of money! I'm so aenoynd.",Gemini-2.0-Flash-Lite,negative
2374,2375,"The event was a complete flop. The music was teirrlbe, and the atmosphere was dull. I'm so dsianpetpoid.",Gemini-2.0-Flash-Lite,negative
2375,2376,"The 'Serene Spa' was a letdown. The service was slow, and the atmosphere was sterile.",Gemini-2.0-Flash-Lite,negative
2376,2377,"This ad was so cheesy, it made me cringe. The acting was tbrerlie, and the product seemed ueselss.",Gemini-2.0-Flash-Lite,negative
2377,2378,"The 'Big Box' store was a dteiassr. The lines were long, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative
2378,2379,"The movie 'City Lights' was a hgue deonpipismantt. The plot was conetovlud, and the acting was wooden.",Gemini-2.0-Flash-Lite,negative
2379,2380,"This 'Brand P' product is a complete rip-off. It's cheaply made, and it bkroe after only a week.",Gemini-2.0-Flash-Lite,negative
2380,2381,"The 'Pasta Palace' restaurant was a total letdown. The pasta was overcooked, and the service was slow.",Gemini-2.0-Flash-Lite,negative
2381,2382,I bought this toy and it was bokren when it arrived. What a waste of money! I'm so anneoyd.,Gemini-2.0-Flash-Lite,negative
2382,2383,"The event was a complete wtsae of time. The speakers were boirng, and the venue was crpamed.",Gemini-2.0-Flash-Lite,negative
2383,2384,"The 'Tranquil Spa' was anything but tranquil. It was crowded and niosy, and the massage was mediocre.",Gemini-2.0-Flash-Lite,negative
2384,2385,"This ad was so aoninyng, I muted the TV. The muisc was awful, and the product seemed overpriced.",Gemini-2.0-Flash-Lite,negative
2385,2386,"The 'Mega Mart' store was a diaestsr. The seevhls were empty, and the prices weren't even that good.",Gemini-2.0-Flash-Lite,negative
2386,2387,"The movie 'Space Odyssey' was a cmlotpee snooze-fest. The plot was predictable, and the scpieal effects were cheesy.",Gemini-2.0-Flash-Lite,negative
2387,2388,"This 'Brand Q' prcdout is a total sacm. It doesn't work as advertised, and the cmutseor service is awufl.",Gemini-2.0-Flash-Lite,negative
2388,2389,"The 'Burger Joint' restaurant was a dmteisponnapit. The brruges were dry, and the fries were cold.",Gemini-2.0-Flash-Lite,negative
2389,2390,This toy was a cmletope waste of money. It bkore within minutes of my kid playing with it. I'm fouuris!,Gemini-2.0-Flash-Lite,negative
2390,2391,"The event was poorly organized. The lenis were long, and the staff was rdue. I'm so fsruarettd.",Gemini-2.0-Flash-Lite,negative
2391,2392,"The 'Calm Spa' was anything but clam. It was loud, and the massage was trlbeire.",Gemini-2.0-Flash-Lite,negative
2392,2393,"This ad was so irtnrtiaig, I changed the channel. The actors were trerblie, and the message was cnsuoifng.",Gemini-2.0-Flash-Lite,negative
2393,2394,"The 'Super Store' store was a mess. The aisles were crowded, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative
2394,2395,"The movie 'Galaxy Quest' was a hgue letdown. The siacpel effects were cheesy, and the story was predictable.",Gemini-2.0-Flash-Lite,negative
2395,2396,"This 'Brand R' product is a complete firluae. It didn't work at all, and the cmsetuor service was non-existent.",Gemini-2.0-Flash-Lite,negative
2396,2397,"The 'Pizza Palace' restaurant was a dieasstr. The pizza was stale, and the service was slow.",Gemini-2.0-Flash-Lite,negative
2397,2398,"I bought this toy for my nephew, and it was beorkn on arrival. What a waste of menoy! I'm so aoynned.",Gemini-2.0-Flash-Lite,negative
2398,2399,"The event was a complete flop. The music was tlrreibe, and the atmosphere was dlul. I'm so dpnteopsaiid.",Gemini-2.0-Flash-Lite,negative
2399,2400,"The 'Harmony Spa' was a letdown. The service was slow, and the atmosphere was sterile.",Gemini-2.0-Flash-Lite,negative
2400,2401,"This ad was so cheesy, it made me cringe. The acting was tbrierle, and the product semeed ueeslss.",Gemini-2.0-Flash-Lite,negative
2401,2402,"The 'Big Box' store was a dssteair. The lines were long, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative
2402,2403,"The movie 'City Lights' was a hgue dmipesnoptnait. The plot was convoluted, and the acting was wooden.",Gemini-2.0-Flash-Lite,negative
2403,2404,"This 'Brand S' proudct is a complete rip-off. It's cheaply made, and it brkoe after only a week.",Gemini-2.0-Flash-Lite,negative
2404,2405,"The 'Taco Time' restaurant was a total loetwdn. The tacos were bland, and the service was slow.",Gemini-2.0-Flash-Lite,negative
2405,2406,I bought tihs toy and it was broekn when it arrived. What a watse of money! I'm so aennyod.,Gemini-2.0-Flash-Lite,negative
2406,2407,"The event was a complete watse of time. The speakers were birnog, and the venue was cmapred.",Gemini-2.0-Flash-Lite,negative
2407,2408,"The 'Oasis Spa' was anything but an oasis. It was crowded and nsoiy, and the massage was mediocre.",Gemini-2.0-Flash-Lite,negative
2408,2409,"This ad was so ainoynng, I muted the TV. The music was aufwl, and the product seemed overpriced.",Gemini-2.0-Flash-Lite,negative
2409,2410,"The 'Discount Depot' store was a disseatr. The shelves were etmpy, and the prices weren't even that good.",Gemini-2.0-Flash-Lite,negative
2410,2411,"The movie 'Starfall' was a complete snooze-fest. The plot was predictable, and the seaipcl effects were cheesy.",Gemini-2.0-Flash-Lite,negative
2411,2412,"This 'Brand T' product is a total sacm. It doesn't work as advertised, and the customer service is aufwl.",Gemini-2.0-Flash-Lite,negative
2412,2413,"The 'Burger Barn' restaurant was a dipamnponetsit. The burgers were dry, and the fries were cold.",Gemini-2.0-Flash-Lite,negative
2413,2414,This toy was a complete wsate of money. It broke within minutes of my kid paynilg with it. I'm fuiorus!,Gemini-2.0-Flash-Lite,negative
2414,2415,"The event was poorly organized. The lines were long, and the staff was rude. I'm so fsrautretd.",Gemini-2.0-Flash-Lite,negative
2415,2416,"The 'Zenith Spa' was anything but zen. It was loud, and the massage was tbirelre.",Gemini-2.0-Flash-Lite,negative
2416,2417,"Tihs ad was so irttraiing, I changed the channel. The actors were terilrbe, and the message was cfiosunng.",Gemini-2.0-Flash-Lite,negative
2417,2418,"The 'Giant Mart' store was a mses. The aisles were crowded, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative
2418,2419,"The movie 'Cosmic Voyage' was a huge letdown. The sipcael effects were cheesy, and the story was predictable.",Gemini-2.0-Flash-Lite,negative
2419,2420,"This 'Brand U' product is a complete farulie. It didn't work at all, and the customer service was non-existent.",Gemini-2.0-Flash-Lite,negative
2420,2421,"The 'Sushi House' restaurant was a datseisr. The sushi was stale, and the service was slow.",Gemini-2.0-Flash-Lite,negative
2421,2422,"I bought this toy for my niece, and it was beokrn on arrival. What a wtase of money! I'm so aenoynd.",Gemini-2.0-Flash-Lite,negative
2422,2423,"The event was a complete flop. The music was tlrbreie, and the atmosphere was dlul. I'm so deinitpaospd.",Gemini-2.0-Flash-Lite,negative
2423,2424,"The 'Serene Spa' was a letdown. The service was slow, and the atmosphere was sterile.",Gemini-2.0-Flash-Lite,negative
2424,2425,"This ad was so cheesy, it made me cringe. The acting was tiebrrle, and the product seemed useesls.",Gemini-2.0-Flash-Lite,negative
2425,2426,"The 'Big Box' store was a disetasr. The lines were long, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative
2426,2427,"The movie 'City Lights' was a huge dnotpinampiest. The plot was convoluted, and the acting was wooden.",Gemini-2.0-Flash-Lite,negative
2427,2428,"This 'Brand V' pcdurot is a complete rip-off. It's cheaply made, and it bokre after only a week.",Gemini-2.0-Flash-Lite,negative
2428,2429,"The 'Pasta Palace' restaurant was a total letdown. The pasta was overcooked, and the service was slow.",Gemini-2.0-Flash-Lite,negative
2429,2430,I bought this toy and it was breokn when it arrived. What a wtase of money! I'm so aynnoed.,Gemini-2.0-Flash-Lite,negative
2430,2431,"The event was a complete watse of time. The sarepkes were broing, and the vnuee was cramped.",Gemini-2.0-Flash-Lite,negative
2431,2432,"The 'Tranquil Spa' was anything but tranquil. It was crowded and nsioy, and the massage was mediocre.",Gemini-2.0-Flash-Lite,negative
2432,2433,"This ad was so anynniog, I muted the TV. The music was afwul, and the product seemed overpriced.",Gemini-2.0-Flash-Lite,negative
2433,2434,"The 'Mega Mart' store was a dassteir. The shelves were epmty, and the prices weren't even that good.",Gemini-2.0-Flash-Lite,negative
2434,2435,"The movie 'Space Odyssey' was a complete snooze-fest. The plot was predictable, and the scaiepl effects were cheesy.",Gemini-2.0-Flash-Lite,negative
2435,2436,"This 'Brand W' product is a total scam. It doesn't work as advertised, and the customer service is aufwl.",Gemini-2.0-Flash-Lite,negative
2436,2437,"The 'Burger Jinot' restaurant was a dniotespaimnpt. The bregrus were dry, and the fries were cold.",Gemini-2.0-Flash-Lite,negative
2437,2438,This toy was a complete watse of money. It borke within minutes of my kid pnlaiyg with it. I'm fruoius!,Gemini-2.0-Flash-Lite,negative
2438,2439,"The event was poorly organized. The lines were long, and the staff was rude. I'm so fasuetrrtd.",Gemini-2.0-Flash-Lite,negative
2439,2440,"The 'Calm Spa' was aniynthg but calm. It was loud, and the massage was tbrerlie.",Gemini-2.0-Flash-Lite,negative
2440,2441,"This ad was so iartniitrg, I changed the channel. The actors were terbrlie, and the message was cuosifnng.",Gemini-2.0-Flash-Lite,negative
2441,2442,"The 'Super Store' store was a mess. The aisles were crowded, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative
2442,2443,"The movie 'Galaxy Quest' was a huge letdown. The spiceal effects were cheesy, and the story was predictable.",Gemini-2.0-Flash-Lite,negative
2443,2444,"This 'Brand X' product is a complete fauilre. It didn' work at all, and the customer service was non-existent.",Gemini-2.0-Flash-Lite,negative
2444,2445,"The 'Pizza Palace' restaurant was a dassietr. The pizza was sltae, and the service was slow.",Gemini-2.0-Flash-Lite,negative
2445,2446,"I bought this toy for my nephew, and it was bekron on arrival. What a wtase of money! I'm so anyneod.",Gemini-2.0-Flash-Lite,negative
2446,2447,"The event was a complete flop. The music was trlbreie, and the atmosphere was dlul. I'm so ditpnspaeoid.",Gemini-2.0-Flash-Lite,negative
2447,2448,"The 'Harmony Spa' was a letdown. The service was slow, and the atmosphere was sterile.",Gemini-2.0-Flash-Lite,negative
2448,2449,"This ad was so cheesy, it made me cringe. The acting was tierlrbe, and the pcdrout seemed usseels.",Gemini-2.0-Flash-Lite,negative
2449,2450,"The 'Big Box' store was a dtsaesir. The lnies were long, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative
2450,2451,"The movie 'City Lights' was a huge dapotninipmest. The plot was convoluted, and the acting was wooden.",Gemini-2.0-Flash-Lite,negative
2451,2452,"This 'Brand Y' product is a complete rip-off. It's cheaply made, and it bkore after only a week.",Gemini-2.0-Flash-Lite,negative
2452,2453,"The 'Taco Time' restaurant was a total letdown. The tacos were bland, and the service was slow.",Gemini-2.0-Flash-Lite,negative
2453,2454,I bguoht this toy and it was broekn when it arrived. What a wtase of money! I'm so anoenyd.,Gemini-2.0-Flash-Lite,negative
2454,2455,"The event was a complete waste of time. The speakers were boring, and the venue was cramped.",Gemini-2.0-Flash-Lite,negative
2455,2456,"The 'Oasis Spa' was anything but an oasis. It was crowded and nosiy, and the massage was meiordce.",Gemini-2.0-Flash-Lite,negative
2456,2457,"This ad was so annoynig, I muted the TV. The music was afuwl, and the product seemed overpriced.",Gemini-2.0-Flash-Lite,negative
2457,2458,"The 'Discount Depot' store was a dsteiasr. The slevehs were empty, and the prices weren't even that good.",Gemini-2.0-Flash-Lite,negative
2458,2459,"The movie 'Starfall' was a complete szoone- The plot was predictable, and the scpeial effects wree cheesy.",Gemini-2.0-Flash-Lite,negative
2459,2460,"This 'Brand Z' product is a total sacm. It doesn't work as advertised, and the customer service is awufl.",Gemini-2.0-Flash-Lite,negative
2460,2461,"The 'Burger Barn' restaurant was a ditiapopnensmt. The burgers were dry, and the fries were cold.",Gemini-2.0-Flash-Lite,negative
2461,2462,This toy was a complete watse of money. It brkoe within minutes of my kid pinylag with it. I'm fuouirs!,Gemini-2.0-Flash-Lite,negative
2462,2463,"The event was polory organized. The lines were long, and the staff was rdue. I'm so ftsrrutaed.",Gemini-2.0-Flash-Lite,negative
2463,2464,"The 'Zenith Spa' was anything but zen. It was loud, and the massage was trbelrie.",Gemini-2.0-Flash-Lite,negative
2464,2465,"This ad was so irrinttaig, I changed the channel. The actors were trerblie, and the message was cunofsing.",Gemini-2.0-Flash-Lite,negative
2465,2466,"The 'Giant Mart' store was a mses. The aisles were corwedd, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative
2466,2467,"The movie 'Cosmic Voyage' was a huge letdown. The seicpal effects were cheesy, and the story was predictable.",Gemini-2.0-Flash-Lite,negative
2467,2468,"This 'Brand AA' product is a complete fuilare. It didn't work at all, and the customer svierce was non-existent.",Gemini-2.0-Flash-Lite,negative
