Unnamed: 0,review,model,sentiment
1316,"again. there eating be won't I soggy. were fries the and dry, were burgers The letdown. total a was Stop,' 'Burger restaurant, The",Gemini-2.0-Flash-Lite,negative
1317,"heartbroken. was kid My hours. within broke it and made, cheaply was It money. of waste complete a was toy This",Gemini-2.0-Flash-Lite,negative
1318,"cheated. was I like felt I noisy. was place the and short, too was massage The rip-off. total a was spa The",Gemini-2.0-Flash-Lite,negative
1319,"money. my wasted I and work, didn't product The scam. a was detergent 'CleanHome' for ad That",Gemini-2.0-Flash-Lite,negative
1320,"annoyed. feeling left I terrible. was food the and boring, were speakers The time. of waste complete a was event The",Gemini-2.0-Flash-Lite,negative
1321,"back. go won't I unhelpful. were staff the and style, of out were clothes The disappointment. total a was Forward,' 'Fashion store, The",Gemini-2.0-Flash-Lite,negative
1322,"it. hated I uncomfortable. were seats the and nightmare, a was parking The dump. total a was venue The",Gemini-2.0-Flash-Lite,negative
1323,"asleep. fell I uninteresting. were characters the and slow, was plot The bore. complete a was 2,' Journey 'Mystic movie, That",Gemini-2.0-Flash-Lite,negative
1324,"returning. be won't I slow. was service the and cold, was pizza The letdown. total a was Hut,' 'Pizza restaurant, The",Gemini-2.0-Flash-Lite,negative
1325,"frustrated. so I'm upset. was kid my and pieces, missing was It disappointment. complete a was toy This",Gemini-2.0-Flash-Lite,negative
1326,"cheated. was I like felt I crowded. was place the and rushed, was manicure The rip-off. total a was spa The",Gemini-2.0-Flash-Lite,negative
1327,"money. my wasted I and better, any feel me make didn't product The misleading. was vitamins 'HealthyLife' for ad That",Gemini-2.0-Flash-Lite,negative
1328,"early. left I organized. poorly was event the and rowdy, was crowd The disaster. complete a was event The",Gemini-2.0-Flash-Lite,negative
1329,"back. go won't I rude. were staff the and overpriced, were clothes The disappointment. total a was Style,' 'Modern store, The",Gemini-2.0-Flash-Lite,negative
1330,"it. hated I uncomfortable. was seating the and disgusting, were bathrooms The dump. total a was venue The",Gemini-2.0-Flash-Lite,negative
1331,"it. recommend wouldn't I terrible. were effects special the and confusing, was plot The mess. complete a was 3,' Squad 'Super movie, That",Gemini-2.0-Flash-Lite,negative
1332,"again. there eating be won't I bland. was sauce the and overcooked, was pasta The letdown. total a was House,' 'Pasta restaurant, The",Gemini-2.0-Flash-Lite,negative
1333,"heartbroken. was kid My hours. within broke it and made, cheaply was It money. of waste complete a was toy This",Gemini-2.0-Flash-Lite,negative
1334,"cheated. was I like felt I noisy. was place the and short, too was massage The rip-off. total a was spa The",Gemini-2.0-Flash-Lite,negative
1335,"money. my wasted I and work, didn't product The scam. a was cleaner 'ShineBright' for ad That",Gemini-2.0-Flash-Lite,negative
1336,"annoyed. feeling left I terrible. was food the and boring, were speakers The time. of waste complete a was event The",Gemini-2.0-Flash-Lite,negative
1337,"back. go won't I unhelpful. were staff the and style, of out were clothes The disappointment. total a was Therapy,' 'Retail store, The",Gemini-2.0-Flash-Lite,negative
1338,"it. hated I uncomfortable. were seats the and nightmare, a was parking The dump. total a was venue The",Gemini-2.0-Flash-Lite,negative
1339,"asleep. fell I uninteresting. were characters the and slow, was plot The bore. complete a was 3,' Heroes 'Action movie, That",Gemini-2.0-Flash-Lite,negative
1340,"returning. be won't I slow. was service the and bland, were tacos The letdown. total a was Truck,' 'Taco restaurant, The",Gemini-2.0-Flash-Lite,negative
1341,"frustrated. so I'm upset. was kid my and pieces, missing was It disappointment. complete a was toy This",Gemini-2.0-Flash-Lite,negative
1342,"cheated. was I like felt I crowded. was place the and rushed, was manicure The rip-off. total a was spa The",Gemini-2.0-Flash-Lite,negative
1343,"money. my wasted I and better, any hair my make didn't product The misleading. was shampoo 'HairGlow' for ad That",Gemini-2.0-Flash-Lite,negative
1344,"early. left I organized. poorly was event the and rowdy, was crowd The disaster. complete a was event The",Gemini-2.0-Flash-Lite,negative
1345,"back. go won't I rude. were staff the and overpriced, were clothes The disappointment. total a was Avenue,' 'Style store, The",Gemini-2.0-Flash-Lite,negative
1346,"it. hated I uncomfortable. was seating the and disgusting, were bathrooms The dump. total a was venue The",Gemini-2.0-Flash-Lite,negative
1347,"it. recommend wouldn't I terrible. were effects special the and confusing, was plot The mess. complete a was 4,' Explorers 'Space movie, That",Gemini-2.0-Flash-Lite,negative
1348,"again. there eating be won't I soggy. were fries the and dry, were burgers The letdown. total a was King,' 'Burger restaurant, The",Gemini-2.0-Flash-Lite,negative
1349,"heartbroken. was kid My hours. within broke it and made, cheaply was It money. of waste complete a was toy This",Gemini-2.0-Flash-Lite,negative
1350,"cheated. was I like felt I noisy. was place the and short, too was massage The rip-off. total a was spa The",Gemini-2.0-Flash-Lite,negative
1351,"money. my wasted I and work, didn't product The scam. a was detergent 'CleanHome' for ad That",Gemini-2.0-Flash-Lite,negative
1352,"annoyed. feeling left I terrible. was food the and boring, were speakers The time. of waste complete a was event The",Gemini-2.0-Flash-Lite,negative
1353,"back. go won't I unhelpful. were staff the and style, of out were clothes The disappointment. total a was Forward,' 'Fashion store, The",Gemini-2.0-Flash-Lite,negative
1354,"it. hated I uncomfortable. were seats the and nightmare, a was parking The dump. total a was venue The",Gemini-2.0-Flash-Lite,negative
1355,"asleep. fell I uninteresting. were characters the and slow, was plot The bore. complete a was 3,' Journey 'Mystic movie, That",Gemini-2.0-Flash-Lite,negative
1356,"returning. be won't I slow. was service the and cold, was pizza The letdown. total a was Shop,' 'Pizza restaurant, The",Gemini-2.0-Flash-Lite,negative
1357,"frustrated. so I'm upset. was kid my and pieces, missing was It disappointment. complete a was toy This",Gemini-2.0-Flash-Lite,negative
1358,"cheated. was I like felt I crowded. was place the and rushed, was manicure The rip-off. total a was spa The",Gemini-2.0-Flash-Lite,negative
1359,"money. my wasted I and better, any feel me make didn't product The misleading. was vitamins 'HealthyLife' for ad That",Gemini-2.0-Flash-Lite,negative
1360,"early. left I organized. poorly was event the and rowdy, was crowd The disaster. complete a was event The",Gemini-2.0-Flash-Lite,negative
1361,"back. go won't I rude. were staff the and overpriced, were clothes The disappointment. total a was Style,' 'Modern store, The",Gemini-2.0-Flash-Lite,negative
1362,"it. hated I uncomfortable. was seating the and disgusting, were bathrooms The dump. total a was venue The",Gemini-2.0-Flash-Lite,negative
1363,"it. recommend wouldn't I terrible. were effects special the and confusing, was plot The mess. complete a was 4,' Squad 'Super movie, That",Gemini-2.0-Flash-Lite,negative
1364,"again. there eating be won't I bland. was sauce the and overcooked, was pasta The letdown. total a was Place,' 'Pasta restaurant, The",Gemini-2.0-Flash-Lite,negative
1365,"heartbroken. was kid My hours. within broke it and made, cheaply was It money. of waste complete a was toy This",Gemini-2.0-Flash-Lite,negative
1366,"cheated. was I like felt I noisy. was place the and short, too was massage The rip-off. total a was spa The",Gemini-2.0-Flash-Lite,negative
1367,"money. my wasted I and work, didn't product The scam. a was cleaner 'ShineBright' for ad That",Gemini-2.0-Flash-Lite,negative
1368,"annoyed. feeling left I terrible. was food the and boring, were speakers The time. of waste complete a was event The",Gemini-2.0-Flash-Lite,negative
1369,"back. go won't I unhelpful. were staff the and style, of out were clothes The disappointment. total a was Therapy,' 'Retail store, The",Gemini-2.0-Flash-Lite,negative
1370,"it. hated I uncomfortable. were seats the and nightmare, a was parking The dump. total a was venue The",Gemini-2.0-Flash-Lite,negative
1371,"asleep. fell I uninteresting. were characters the and slow, was plot The bore. complete a was 4,' Heroes 'Action movie, That",Gemini-2.0-Flash-Lite,negative
1372,"returning. be won't I slow. was service the and bland, were tacos The letdown. total a was Stand,' 'Taco restaurant, The",Gemini-2.0-Flash-Lite,negative
1373,"frustrated. so I'm upset. was kid my and pieces, missing was It disappointment. complete a was toy This",Gemini-2.0-Flash-Lite,negative
1374,"cheated. was I like felt I crowded. was place the and rushed, was manicure The rip-off. total a was spa The",Gemini-2.0-Flash-Lite,negative
1375,"money. my wasted I and better, any hair my make didn't product The misleading. was shampoo 'HairGlow' for ad That",Gemini-2.0-Flash-Lite,negative
1376,"early. left I organized. poorly was event the and rowdy, was crowd The disaster. complete a was event The",Gemini-2.0-Flash-Lite,negative
1377,"back. go won't I rude. were staff the and overpriced, were clothes The disappointment. total a was Avenue,' 'Style store, The",Gemini-2.0-Flash-Lite,negative
1378,"it. hated I uncomfortable. was seating the and disgusting, were bathrooms The dump. total a was venue The",Gemini-2.0-Flash-Lite,negative
1379,"it. recommend wouldn't I terrible. were effects special the and confusing, was plot The mess. complete a was 5,' Explorers 'Space movie, That",Gemini-2.0-Flash-Lite,negative
1380,"anyone. to it recommend wouldn't I terrible. was acting the and place, the over all was plot The time. of waste complete a was movie this Ugh,",Gemini-2.0-Flash-Lite,negative
1381,"back. going be won't Definitely cold. was food the and slow, was service The cozy. but anything was restaurant Corner' 'Cozy The",Gemini-2.0-Flash-Lite,negative
1382,"disappointed. so I'm rip-off! a What hour. an within broke it and kid, my for toy 'ZoomBlaster' this bought I",Gemini-2.0-Flash-Lite,negative
1383,"gone. hadn't I wish I boring. were speakers the and awful, was system sound The disaster. total a was event This",Gemini-2.0-Flash-Lite,negative
1384,"afterward. stressed more felt I mediocre. was massage the and crowded, loud, was It serene. but anything was Spa' 'Serenity The",Gemini-2.0-Flash-Lite,negative
1385,"garbage. Pure useless. seemed product the and repetitive, was jingle The TV. the off turned almost I annoying, so was ad This",Gemini-2.0-Flash-Lite,negative
1386,"needed. I anything find couldn't I unhelpful. was staff the and empty, were shelves The mess. a was store 'MegaMart' The",Gemini-2.0-Flash-Lite,negative
1387,"letdown. a What blurry. also was screen The uncomfortable. so were seats the and cinema, the at Tide' 'Crimson see to went I",Gemini-2.0-Flash-Lite,negative
1388,"it! Avoid terrible. was service customer the and advertised, as work didn't It scam. total a is product X' 'Brand This",Gemini-2.0-Flash-Lite,negative
1389,"again! Never slow. was service the and bland, was food The restaurant. Spoon' 'Golden the at experience terrible a had I",Gemini-2.0-Flash-Lite,negative
1390,refund! a want I it. with played kid my time first the broke It disappointment. complete a was toy This,Gemini-2.0-Flash-Lite,negative
1391,"it. recommend wouldn't I rude. was staff the and long, were lines The organized. poorly was event The",Gemini-2.0-Flash-Lite,negative
1392,back. going be won't I rude. was staff the and noisy was It relaxing. but anything was Spa' 'Relaxation The,Gemini-2.0-Flash-Lite,negative
1393,off. ripped feel I promises. its to up live didn't product The misleading. incredibly was ad This,Gemini-2.0-Flash-Lite,negative
1394,"returning. be won't I unhelpful. was staff the and crowded, were aisles The mess. chaotic a was 'SuperStore' The",Gemini-2.0-Flash-Lite,negative
1395,"bother. Don't predictable. was plot the and cheesy, were effects special The letdown. huge a was movie Flick' 'Action The",Gemini-2.0-Flash-Lite,negative
1396,"it! Avoid terrible. is quality the and advertised, as work doesn't It money. of waste total a is product Y' 'Brand This",Gemini-2.0-Flash-Lite,negative
1397,"back. going never I'm slow. was service the and overcooked, was food The disaster. a was restaurant Palace' 'Pasta The",Gemini-2.0-Flash-Lite,negative
1398,"frustrated. so I'm money! of waste a What arrived. it when broken was it and nephew, my for toy this bought I",Gemini-2.0-Flash-Lite,negative
1399,"disappointed. so I'm dull. was atmosphere the and terrible, was music The flop. complete a was event The",Gemini-2.0-Flash-Lite,negative
1400,back. going be won't I awful. was massage the and noisy was It tranquil. but anything was Spa' 'Tranquility The,Gemini-2.0-Flash-Lite,negative
1401,"Ugh. confusing. was message the and terrible, were actors The channel. the changed I annoying, so was ad This",Gemini-2.0-Flash-Lite,negative
1402,"it! Avoid high. too were prices the and unbearable, were crowds The nightmare. a was store Mall' 'Mega The",Gemini-2.0-Flash-Lite,negative
1403,"time. your waste Don't predictable. was story the and outdated, were effects special The bore. total a was Explorers' 'Space movie The",Gemini-2.0-Flash-Lite,negative
1404,"Avoid! non-existent. was service customer the and all, at work didn't It failure. complete a is product Z' 'Brand This",Gemini-2.0-Flash-Lite,negative
1405,"back. be won't I cold. were fries the and dry, were burgers The disappointment. a was restaurant Barn' 'Burger The",Gemini-2.0-Flash-Lite,negative
1406,"refund! a want I it. with bored was kid my and advertised, as work didn't It dud. complete a was toy This",Gemini-2.0-Flash-Lite,negative
1407,"angry. so I'm uncomfortable. was seating the and terrible, was food The mess. total a was event The",Gemini-2.0-Flash-Lite,negative
1408,"returning. be won't I sterile. was atmosphere the and slow, was service The letdown. a was Spa' 'Zenith The",Gemini-2.0-Flash-Lite,negative
1409,"garbage. Pure useless. seemed product the and terrible, was acting The cringe. me made it cheesy, so was ad This",Gemini-2.0-Flash-Lite,negative
1410,"back. going never I'm unhelpful. was staff the and long, were lines The disaster. a was store Box' 'Big The",Gemini-2.0-Flash-Lite,negative
1411,"it. see Don't wooden. was acting the and convoluted, was plot The disappointment. huge a was Lights' 'City movie The",Gemini-2.0-Flash-Lite,negative
1412,"it! Avoid week. a only after broke it and made, cheaply It's rip-off. complete a is product A' 'Brand This",Gemini-2.0-Flash-Lite,negative
1413,"back. be won't I slow. was service the and greasy, was pizza The letdown. total a was restaurant Place' 'Pizza The",Gemini-2.0-Flash-Lite,negative
1414,annoyed. so I'm money! of waste a What arrived. it when broken was it and toy this bought I,Gemini-2.0-Flash-Lite,negative
1415,"disappointed. so I'm cramped. was venue the and boring, were speakers The time. of waste complete a was event The",Gemini-2.0-Flash-Lite,negative
1416,"back. be won't I mediocre. was massage the and noisy, and crowded was It oasis. an but anything was Spa' 'Oasis The",Gemini-2.0-Flash-Lite,negative
1417,"Ugh. overpriced. seemed product the and awful, was music The TV. the muted I annoying, so was ad This",Gemini-2.0-Flash-Lite,negative
1418,"it! Avoid good. that even weren't prices the and empty, were shelves The disaster. a was store Depot' 'Discount The",Gemini-2.0-Flash-Lite,negative
1419,"bother. Don't cheesy. were effects special the and predictable, was plot The snooze-fest. complete a was 'Starfall' movie The",Gemini-2.0-Flash-Lite,negative
1420,"it! Avoid awful. is service customer the and advertised, as work doesn't It scam. total a is product B' 'Brand This",Gemini-2.0-Flash-Lite,negative
1421,"back. going Never slow. was service the and bland, were tacos The disappointment. a was restaurant Town' 'Taco The",Gemini-2.0-Flash-Lite,negative
1422,furious! I'm it. with playing kid my of minutes within broke It money. of waste complete a was toy This,Gemini-2.0-Flash-Lite,negative
1423,"frustrated. so I'm rude. was staff the and long, were lines The organized. poorly was event The",Gemini-2.0-Flash-Lite,negative
1424,"back. be won't I terrible. was massage the and loud, was It harmonious. but anything was Spa' 'Harmony The",Gemini-2.0-Flash-Lite,negative
1425,"Ugh. confusing. was message the and terrible, were actors The channel. the changed I irritating, so was ad This",Gemini-2.0-Flash-Lite,negative
1426,"returning. be won't I unhelpful. was staff the and crowded, were aisles The mess. a was store Mart' 'Giant The",Gemini-2.0-Flash-Lite,negative
1427,"time. your waste Don't predictable. was story the and cheesy, were effects special The letdown. huge a was Quest' 'Galactic movie The",Gemini-2.0-Flash-Lite,negative
1428,"Avoid! non-existent. was service customer the and all, at work didn't It failure. complete a is product C' 'Brand This",Gemini-2.0-Flash-Lite,negative
1429,"back. going never I'm slow. was service the and stale, was sushi The disaster. a was restaurant Shack' 'Sushi The",Gemini-2.0-Flash-Lite,negative
1430,"annoyed. so I'm money! of waste a What arrival. on broken was it and niece, my for toy this bought I",Gemini-2.0-Flash-Lite,negative
1431,"disappointed. so I'm dull. was atmosphere the and terrible, was music The flop. complete a was event The",Gemini-2.0-Flash-Lite,negative
1432,"returning. be won't I sterile. was atmosphere the and slow, was service The letdown. a was Spa' 'Serene The",Gemini-2.0-Flash-Lite,negative
1433,"garbage. Pure useless. seemed product the and terrible, was acting The cringe. me made it cheesy, so was ad This",Gemini-2.0-Flash-Lite,negative
1434,"back. going never I'm unhelpful. was staff the and long, were lines The disaster. a was Store' Box 'Big The",Gemini-2.0-Flash-Lite,negative
1435,"it. see Don't wooden. was acting the and convoluted, was plot The disappointment. huge a was Voyage' 'Cosmic movie The",Gemini-2.0-Flash-Lite,negative
1436,"it! Avoid week. a only after broke it and made, cheaply It's rip-off. complete a is product D' 'Brand This",Gemini-2.0-Flash-Lite,negative
1437,"back. be won't I slow. was service the and overcooked, was pasta The letdown. total a was restaurant Paradise' 'Pasta The",Gemini-2.0-Flash-Lite,negative
1438,annoyed. so I'm money! of waste a What arrived. it when broken was it and toy this bought I,Gemini-2.0-Flash-Lite,negative
1439,"disappointed. so I'm cramped. was venue the and boring, were speakers The time. of waste complete a was event The",Gemini-2.0-Flash-Lite,negative
1440,"back. be won't I mediocre. was massage the and noisy, and crowded was It tranquil. but anything was Spa' 'Tranquil The",Gemini-2.0-Flash-Lite,negative
1441,"Ugh. overpriced. seemed product the and awful, was music The TV. the muted I annoying, so was ad This",Gemini-2.0-Flash-Lite,negative
1442,"it! Avoid good. that even weren't prices the and empty, were shelves The disaster. a was store Mart' 'Mega The",Gemini-2.0-Flash-Lite,negative
1443,"bother. Don't cheesy. were effects special the and predictable, was plot The snooze-fest. complete a was Odyssey' 'Space movie The",Gemini-2.0-Flash-Lite,negative
1444,"it! Avoid awful. is service customer the and advertised, as work doesn't It scam. total a is product E' 'Brand This",Gemini-2.0-Flash-Lite,negative
1445,"back. be won't I cold. were fries the and dry, were burgers The disappointment. a was restaurant Joint' 'Burger The",Gemini-2.0-Flash-Lite,negative
1446,furious! I'm it. with playing kid my of minutes within broke It money. of waste complete a was toy This,Gemini-2.0-Flash-Lite,negative
1447,"frustrated. so I'm rude. was staff the and long, were lines The organized. poorly was event The",Gemini-2.0-Flash-Lite,negative
1448,"back. be won't I terrible. was massage the and loud, was It calm. but anything was Spa' 'Calm The",Gemini-2.0-Flash-Lite,negative
1449,"Ugh. confusing. was message the and terrible, were actors The channel. the changed I irritating, so was ad This",Gemini-2.0-Flash-Lite,negative
1450,"returning. be won't I unhelpful. was staff the and crowded, were aisles The mess. a was store Store' 'Super The",Gemini-2.0-Flash-Lite,negative
1451,"time. your waste Don't predictable. was story the and cheesy, were effects special The letdown. huge a was Quest' 'Galaxy movie The",Gemini-2.0-Flash-Lite,negative
1452,"Avoid! non-existent. was service customer the and all, at work didn't It failure. complete a is product F' 'Brand This",Gemini-2.0-Flash-Lite,negative
1453,"back. going never I'm slow. was service the and stale, was pizza The disaster. a was restaurant Palace' 'Pizza The",Gemini-2.0-Flash-Lite,negative
1454,"annoyed. so I'm money! of waste a What arrival. on broken was it and nephew, my for toy this bought I",Gemini-2.0-Flash-Lite,negative
1455,"disappointed. so I'm dull. was atmosphere the and terrible, was music The flop. complete a was event The",Gemini-2.0-Flash-Lite,negative
1456,"returning. be won't I sterile. was atmosphere the and slow, was service The letdown. a was Spa' 'Harmony The",Gemini-2.0-Flash-Lite,negative
1457,"garbage. Pure useless. seemed product the and terrible, was acting The cringe. me made it cheesy, so was ad This",Gemini-2.0-Flash-Lite,negative
1458,"back. going never I'm unhelpful. was staff the and long, were lines The disaster. a was store Box' 'Big The",Gemini-2.0-Flash-Lite,negative
1459,"it. see Don't wooden. was acting the and convoluted, was plot The disappointment. huge a was Lights' 'City movie The",Gemini-2.0-Flash-Lite,negative
1460,"it! Avoid week. a only after broke it and made, cheaply It's rip-off. complete a is product G' 'Brand This",Gemini-2.0-Flash-Lite,negative
1461,"back. be won't I slow. was service the and bland, were tacos The letdown. total a was restaurant Time' 'Taco The",Gemini-2.0-Flash-Lite,negative
1462,annoyed. so I'm money! of waste a What arrived. it when broken was it and toy this bought I,Gemini-2.0-Flash-Lite,negative
1463,"disappointed. so I'm cramped. was venue the and boring, were speakers The time. of waste complete a was event The",Gemini-2.0-Flash-Lite,negative
1464,"back. be won't I mediocre. was massage the and noisy, and crowded was It oasis. an but anything was Spa' 'Oasis The",Gemini-2.0-Flash-Lite,negative
1465,"Ugh. overpriced. seemed product the and awful, was music The TV. the muted I annoying, so was ad This",Gemini-2.0-Flash-Lite,negative
1466,"it! Avoid good. that even weren't prices the and empty, were shelves The disaster. a was store Depot' 'Discount The",Gemini-2.0-Flash-Lite,negative
1467,"bother. Don't cheesy. were effects special the and predictable, was plot The snooze-fest. complete a was 'Starfall' movie The",Gemini-2.0-Flash-Lite,negative
1468,"it! Avoid awful. is service customer the and advertised, as work doesn't It scam. total a is product H' 'Brand This",Gemini-2.0-Flash-Lite,negative
1469,"back. be won't I cold. were fries the and dry, were burgers The disappointment. a was restaurant Barn' 'Burger The",Gemini-2.0-Flash-Lite,negative
1470,furious! I'm it. with playing kid my of minutes within broke It money. of waste complete a was toy This,Gemini-2.0-Flash-Lite,negative
1471,"frustrated. so I'm rude. was staff the and long, were lines The organized. poorly was event The",Gemini-2.0-Flash-Lite,negative
1472,"back. be won't I terrible. was massage the and loud, was It zen. but anything was Spa' 'Zenith The",Gemini-2.0-Flash-Lite,negative
1473,"Ugh. confusing. was message the and terrible, were actors The channel. the changed I irritating, so was ad This",Gemini-2.0-Flash-Lite,negative
1474,"returning. be won't I unhelpful. was staff the and crowded, were aisles The mess. a was store Mart' 'Giant The",Gemini-2.0-Flash-Lite,negative
1475,"time. your waste Don't predictable. was story the and cheesy, were effects special The letdown. huge a was Voyage' 'Cosmic movie The",Gemini-2.0-Flash-Lite,negative
1476,"Avoid! non-existent. was service customer the and all, at work didn't It failure. complete a is product I' 'Brand This",Gemini-2.0-Flash-Lite,negative
1477,"back. going never I'm slow. was service the and stale, was sushi The disaster. a was restaurant House' 'Sushi The",Gemini-2.0-Flash-Lite,negative
1478,"annoyed. so I'm money! of waste a What arrival. on broken was it and niece, my for toy this bought I",Gemini-2.0-Flash-Lite,negative
1479,"disappointed. so I'm dull. was atmosphere the and terrible, was music The flop. complete a was event The",Gemini-2.0-Flash-Lite,negative
1480,"returning. be won't I sterile. was atmosphere the and slow, was service The letdown. a was Spa' 'Serene The",Gemini-2.0-Flash-Lite,negative
1481,"garbage. Pure useless. seemed product the and terrible, was acting The cringe. me made it cheesy, so was ad This",Gemini-2.0-Flash-Lite,negative
1482,"back. going never I'm unhelpful. was staff the and long, were lines The disaster. a was store Box' 'Big The",Gemini-2.0-Flash-Lite,negative
1483,"it. see Don't wooden. was acting the and convoluted, was plot The disappointment. huge a was Lights' 'City movie The",Gemini-2.0-Flash-Lite,negative
1484,"it! Avoid week. a only after broke it and made, cheaply It's rip-off. complete a is product J' 'Brand This",Gemini-2.0-Flash-Lite,negative
1485,"back. be won't I slow. was service the and overcooked, was pasta The letdown. total a was restaurant Palace' 'Pasta The",Gemini-2.0-Flash-Lite,negative
1486,annoyed. so I'm money! of waste a What arrived. it when broken was it and toy this bought I,Gemini-2.0-Flash-Lite,negative
1487,"disappointed. so I'm cramped. was venue the and boring, were speakers The time. of waste complete a was event The",Gemini-2.0-Flash-Lite,negative
1488,"back. be won't I mediocre. was massage the and noisy, and crowded was It tranquil. but anything was Spa' 'Tranquil The",Gemini-2.0-Flash-Lite,negative
1489,"Ugh. overpriced. seemed product the and awful, was music The TV. the muted I annoying, so was ad This",Gemini-2.0-Flash-Lite,negative
1490,"it! Avoid good. that even weren't prices the and empty, were shelves The disaster. a was store Mart' 'Mega The",Gemini-2.0-Flash-Lite,negative
1491,"bother. Don't cheesy. were effects special the and predictable, was plot The snooze-fest. complete a was Odyssey' 'Space movie The",Gemini-2.0-Flash-Lite,negative
1492,"it! Avoid awful. is service customer the and advertised, as work doesn't It scam. total a is product K' 'Brand This",Gemini-2.0-Flash-Lite,negative
1493,"back. be won't I cold. were fries the and dry, were burgers The disappointment. a was restaurant Joint' 'Burger The",Gemini-2.0-Flash-Lite,negative
1494,furious! I'm it. with playing kid my of minutes within broke It money. of waste complete a was toy This,Gemini-2.0-Flash-Lite,negative
1495,"frustrated. so I'm rude. was staff the and long, were lines The organized. poorly was event The",Gemini-2.0-Flash-Lite,negative
1496,"back. be won't I terrible. was massage the and loud, was It calm. but anything was Spa' 'Calm The",Gemini-2.0-Flash-Lite,negative
1497,"Ugh. confusing. was message the and terrible, were actors The channel. the changed I irritating, so was ad This",Gemini-2.0-Flash-Lite,negative
1498,"returning. be won't I unhelpful. was staff the and crowded, were aisles The mess. a was store Store' 'Super The",Gemini-2.0-Flash-Lite,negative
1499,"time. your waste Don't predictable. was story the and cheesy, were effects special The letdown. huge a was Quest' 'Galaxy movie The",Gemini-2.0-Flash-Lite,negative
1500,"Avoid! non-existent. was service customer the and all, at work didn't It failure. complete a is product L' 'Brand This",Gemini-2.0-Flash-Lite,negative
1501,"back. going never I'm slow. was service the and stale, was pizza The disaster. a was restaurant Palace' 'Pizza The",Gemini-2.0-Flash-Lite,negative
1502,"annoyed. so I'm money! of waste a What arrival. on broken was it and nephew, my for toy this bought I",Gemini-2.0-Flash-Lite,negative
1503,"disappointed. so I'm dull. was atmosphere the and terrible, was music The flop. complete a was event The",Gemini-2.0-Flash-Lite,negative
1504,"returning. be won't I sterile. was atmosphere the and slow, was service The letdown. a was Spa' 'Harmony The",Gemini-2.0-Flash-Lite,negative
1505,"garbage. Pure useless. seemed product the and terrible, was acting The cringe. me made it cheesy, so was ad This",Gemini-2.0-Flash-Lite,negative
1506,"back. going never I'm unhelpful. was staff the and long, were lines The disaster. a was store Box' 'Big The",Gemini-2.0-Flash-Lite,negative
1507,"it. see Don't wooden. was acting the and convoluted, was plot The disappointment. huge a was Lights' 'City movie The",Gemini-2.0-Flash-Lite,negative
1508,"it! Avoid week. a only after broke it and made, cheaply It's rip-off. complete a is product M' 'Brand This",Gemini-2.0-Flash-Lite,negative
1509,"back. be won't I slow. was service the and bland, were tacos The letdown. total a was restaurant Time' 'Taco The",Gemini-2.0-Flash-Lite,negative
1510,annoyed. so I'm money! of waste a What arrived. it when broken was it and toy this bought I,Gemini-2.0-Flash-Lite,negative
1511,"disappointed. so I'm cramped. was venue the and boring, were speakers The time. of waste complete a was event The",Gemini-2.0-Flash-Lite,negative
1512,"back. be won't I mediocre. was massage the and noisy, and crowded was It oasis. an but anything was Spa' 'Oasis The",Gemini-2.0-Flash-Lite,negative
1513,"Ugh. overpriced. seemed product the and awful, was music The TV. the muted I annoying, so was ad This",Gemini-2.0-Flash-Lite,negative
1514,"it! Avoid good. that even weren't prices the and empty, were shelves The disaster. a was store Depot' 'Discount The",Gemini-2.0-Flash-Lite,negative
1515,"bother. Don't cheesy. were effects special the and predictable, was plot The snooze-fest. complete a was 'Starfall' movie The",Gemini-2.0-Flash-Lite,negative
1516,"it! Avoid awful. is service customer the and advertised, as work doesn't It scam. total a is product N' 'Brand This",Gemini-2.0-Flash-Lite,negative
1517,"back. be won't I cold. were fries the and dry, were burgers The disappointment. a was restaurant Barn' 'Burger The",Gemini-2.0-Flash-Lite,negative
1518,furious! I'm it. with playing kid my of minutes within broke It money. of waste complete a was toy This,Gemini-2.0-Flash-Lite,negative
1519,"frustrated. so I'm rude. was staff the and long, were lines The organized. poorly was event The",Gemini-2.0-Flash-Lite,negative
1520,"back. be won't I terrible. was massage the and loud, was It zen. but anything was Spa' 'Zenith The",Gemini-2.0-Flash-Lite,negative
1521,"Ugh. confusing. was message the and terrible, were actors The channel. the changed I irritating, so was ad This",Gemini-2.0-Flash-Lite,negative
1522,"returning. be won't I unhelpful. was staff the and crowded, were aisles The mess. a was store Mart' 'Giant The",Gemini-2.0-Flash-Lite,negative
1523,"time. your waste Don't predictable. was story the and cheesy, were effects special The letdown. huge a was Voyage' 'Cosmic movie The",Gemini-2.0-Flash-Lite,negative
1524,"Avoid! non-existent. was service customer the and all, at work didn't It failure. complete a is product O' 'Brand This",Gemini-2.0-Flash-Lite,negative
1525,"back. going never I'm slow. was service the and stale, was sushi The disaster. a was restaurant House' 'Sushi The",Gemini-2.0-Flash-Lite,negative
1526,"annoyed. so I'm money! of waste a What arrival. on broken was it and niece, my for toy this bought I",Gemini-2.0-Flash-Lite,negative
1527,"disappointed. so I'm dull. was atmosphere the and terrible, was music The flop. complete a was event The",Gemini-2.0-Flash-Lite,negative
1528,"returning. be won't I sterile. was atmosphere the and slow, was service The letdown. a was Spa' 'Serene The",Gemini-2.0-Flash-Lite,negative
