Unnamed: 0,review,model,sentiment
2640,tahT da saw os ;gniyonna ti deyalp revo dna revo .niaga I tsuj detnaw ot nrut ffo eht .VT,Gemini-2.0-Flash-Lite,negative
2641,"ehT aps saw a latot .ffo-pir ehT egassam saw ,elbirret dna eht ecalp tlef .ytrid",Gemini-2.0-Flash-Lite,negative
2642,"I thguob gnihtemos morf taht ,dnarb dna ti llef trapa retfa ylno a wef .sesu tahW a .tnemtnioppasid",Gemini-2.0-Flash-Lite,negative
2643,"ehT eunev saw dedworc dna .ysion I t'ndluoc raeh ,gnihtyna dna I tlef .cibohportsualc",Gemini-2.0-Flash-Lite,negative
2644,"sihT lareneg noitautis saw a .eramthgin gnihtyrevE taht dluoc og ,gnorw did og .gnorw m'I os .desserts",Gemini-2.0-Flash-Lite,negative
2645,"I tnew ot taht ,tnaruatser dna eht doof saw dekoocrevo dna .dnalb ehT ecivres saw ,wols dna eht ecalp saw .ytrid",Gemini-2.0-Flash-Lite,negative
2646,"yM nos tog taht ,yot dna ti saw os ylpaehc .edam m'I deirrow s'ti gniog ot kaerb yna .etunim s'tI a eceip fo .knuj",Gemini-2.0-Flash-Lite,negative
2647,tahT eivom saw os elbatciderp dna .gnirob I hsiw I t'ndah detsaw ym emit gnihctaw .ti,Gemini-2.0-Flash-Lite,negative
2648,"ehT tneve saw dezinagrosid dna .citoahc ehT ffats erew ,edur dna I t'ndluoc tiaw ot .evael",Gemini-2.0-Flash-Lite,negative
2649,"I tnew ot taht ,erots dna eht ffats erew lufplehnu dna eht secirp erew oot .hgih I t'now eb gniog .kcab",Gemini-2.0-Flash-Lite,negative
2650,tahT da saw os ;gniyonna ti tpek gnippop pu .erehwyreve m'I gnitrats ot etah eht .tcudorp,Gemini-2.0-Flash-Lite,negative
2651,"ehT aps saw a .ffo-pir ehT egassam saw ,elbirret dna eht seitilicaf erew ton .naelc I tnaw ym yenom .kcab",Gemini-2.0-Flash-Lite,negative
2652,"I thguob gnihtemos morf taht ,dnarb dna ti llef trapa retfa ylno a wef .sesu m'I os detnioppasid htiw eht .ytilauq",Gemini-2.0-Flash-Lite,negative
2653,ehT eunev saw elbatrofmocnu dna eht dnuos saw .elbirret I t'ndluoc yojne eht ecnamrofrep ta .lla,Gemini-2.0-Flash-Lite,negative
2654,"sihT lareneg gniht saw a latot .retsasid gnihtoN tnew ,thgir dna I saw os .detartsurf",Gemini-2.0-Flash-Lite,negative
2655,"I tnew ot taht ,tnaruatser dna eht doof saw .elbirret ehT ecivres saw ,wols dna eht erehpsomta saw .gnisserped",Gemini-2.0-Flash-Lite,negative
2656,"I thguob taht ,yot dna ti saw nekorb nehw I denepo eht .xob yM rethguad saw os .tespu m'I !suoiruf",Gemini-2.0-Flash-Lite,negative
2657,"tahT eivom saw a latot .nwodtel ehT gnitca saw ,lufwa dna eht tolp saw .gnisufnoc",Gemini-2.0-Flash-Lite,negative
2658,ehT tneve saw ylroop dennalp dna .detucexe I detsaw ym yenom dna ym .emit,Gemini-2.0-Flash-Lite,negative
2659,"I tnew ot taht ,erots dna eht ffats erew edur dna .lufplehnu I lliw reven pohs ereht .niaga",Gemini-2.0-Flash-Lite,negative
2660,tahT da saw os ;suoixonbo I detnaw ot .maercs tI edam em ylevitca ekilsid eht .tcudorp,Gemini-2.0-Flash-Lite,negative
2661,"ehT aps saw a etelpmoc etsaw fo .yenom ehT ecivres saw ,elbirret dna eht seitilicaf erew .rapbus",Gemini-2.0-Flash-Lite,negative
2662,"I thguob gnihtemos morf taht ,dnarb dna ti saw a etelpmoc .tnemtnioppasid ehT ytilauq saw .elbirret",Gemini-2.0-Flash-Lite,negative
2663,ehT eunev saw depmarc dna .elbatrofmocnu I t'ndluoc tiaw ot .evael,Gemini-2.0-Flash-Lite,negative
2664,"sihT lareneg gniht saw a etelpmoc .ssem gnihtyrevE tnew ,gnorw dna m'I os .detartsurf",Gemini-2.0-Flash-Lite,negative
2665,"I tnew ot taht ,tnaruatser dna eht doof saw dloc dna .sseletsat ehT ecivres saw wols dna .evitnettani",Gemini-2.0-Flash-Lite,negative
2666,"yM dik tog taht ,yot dna s'ti ydaerla .nekorb tahW a etsaw fo !yenom m'I os .dam",Gemini-2.0-Flash-Lite,negative
2667,tahT eivom saw a .tsef-ezoons I tsomla deklaw tuo yawflah .hguorht tI saw os .gnirob,Gemini-2.0-Flash-Lite,negative
2668,"ehT tneve saw a latot .polf ehT srekaeps erew ,lufwa dna eht elohw gniht saw .dezinagrosid",Gemini-2.0-Flash-Lite,negative
2669,"I tnew ot taht ,erots dna eht secirp erew .suoegartuo I t'ndluoc eveileb woh evisnepxe gnihtyreve .saw",Gemini-2.0-Flash-Lite,negative
2670,tahT da saw os ;gniyonna ti deyalp revo dna revo .niaga I tsuj detnaw ot nrut ffo eht .VT,Gemini-2.0-Flash-Lite,negative
2671,"ehT aps saw a latot .ffo-pir ehT egassam saw ,elbirret dna eht ecalp tlef .ytrid",Gemini-2.0-Flash-Lite,negative
2672,"I thguob gnihtemos morf taht ,dnarb dna ti llef trapa retfa ylno a wef .sesu tahW a .tnemtnioppasid",Gemini-2.0-Flash-Lite,negative
2673,"ehT eunev saw dedworc dna .ysion I t'ndluoc raeh ,gnihtyna dna I tlef .cibohportsualc",Gemini-2.0-Flash-Lite,negative
2674,"sihT lareneg noitautis saw a .eramthgin gnihtyrevE taht dluoc og ,gnorw did og .gnorw m'I os .desserts",Gemini-2.0-Flash-Lite,negative
2675,"I tnew ot taht ,tnaruatser dna eht doof saw dekoocrevo dna .dnalb ehT ecivres saw ,wols dna eht ecalp saw .ytrid",Gemini-2.0-Flash-Lite,negative
2676,"yM nos tog taht ,yot dna ti saw os ylpaehc .edam m'I deirrow s'ti gniog ot kaerb yna .etunim s'tI a eceip fo .knuj",Gemini-2.0-Flash-Lite,negative
2677,tahT eivom saw os elbatciderp dna .gnirob I hsiw I t'ndah detsaw ym emit gnihctaw .ti,Gemini-2.0-Flash-Lite,negative
2678,"ehT tneve saw dezinagrosid dna .citoahc ehT ffats erew ,edur dna I t'ndluoc tiaw ot .evael",Gemini-2.0-Flash-Lite,negative
2679,"I tnew ot taht ,erots dna eht ffats erew lufplehnu dna eht secirp erew oot .hgih I t'now eb gniog .kcab",Gemini-2.0-Flash-Lite,negative
2680,tahT da saw os ;gniyonna ti tpek gnippop pu .erehwyreve m'I gnitrats ot etah eht .tcudorp,Gemini-2.0-Flash-Lite,negative
2681,"ehT aps saw a .ffo-pir ehT egassam saw ,elbirret dna eht seitilicaf erew ton .naelc I tnaw ym yenom .kcab",Gemini-2.0-Flash-Lite,negative
2682,"I thguob gnihtemos morf taht ,dnarb dna ti llef trapa retfa ylno a wef .sesu m'I os detnioppasid htiw eht .ytilauq",Gemini-2.0-Flash-Lite,negative
2683,ehT eunev saw elbatrofmocnu dna eht dnuos saw .elbirret I t'ndluoc yojne eht ecnamrofrep ta .lla,Gemini-2.0-Flash-Lite,negative
2684,"sihT lareneg gniht saw a latot .retsasid gnihtoN tnew ,thgir dna I saw os .detartsurf",Gemini-2.0-Flash-Lite,negative
2685,"I tnew ot taht ,tnaruatser dna eht doof saw .elbirret ehT ecivres saw ,wols dna eht erehpsomta saw .gnisserped",Gemini-2.0-Flash-Lite,negative
2686,"I thguob taht ,yot dna ti saw nekorb nehw I denepo eht .xob yM rethguad saw os .tespu m'I !suoiruf",Gemini-2.0-Flash-Lite,negative
2687,"tahT eivom saw a latot .nwodtel ehT gnitca saw ,lufwa dna eht tolp saw .gnisufnoc",Gemini-2.0-Flash-Lite,negative
2688,ehT tneve saw ylroop dennalp dna .detucexe I detsaw ym yenom dna ym .emit,Gemini-2.0-Flash-Lite,negative
2689,"I tnew ot taht ,erots dna eht ffats erew edur dna .lufplehnu I lliw reven pohs ereht .niaga",Gemini-2.0-Flash-Lite,negative
2690,tahT da saw os ;suoixonbo I detnaw ot .maercs tI edam em ylevitca ekilsid eht .tcudorp,Gemini-2.0-Flash-Lite,negative
2691,"ehT aps saw a etelpmoc etsaw fo .yenom ehT ecivres saw ,elbirret dna eht seitilicaf erew .rapbus",Gemini-2.0-Flash-Lite,negative
2692,"I thguob gnihtemos morf taht ,dnarb dna ti saw a etelpmoc .tnemtnioppasid ehT ytilauq saw .elbirret",Gemini-2.0-Flash-Lite,negative
2693,ehT eunev saw depmarc dna .elbatrofmocnu I t'ndluoc tiaw ot .evael,Gemini-2.0-Flash-Lite,negative
2694,"sihT lareneg gniht saw a etelpmoc .ssem gnihtyrevE tnew ,gnorw dna m'I os .detartsurf",Gemini-2.0-Flash-Lite,negative
2695,"I tnew ot taht ,tnaruatser dna eht doof saw dloc dna .sseletsat ehT ecivres saw wols dna .evitnettani",Gemini-2.0-Flash-Lite,negative
2696,"yM dik tog taht ,yot dna s'ti ydaerla .nekorb tahW a etsaw fo !yenom m'I os .dam",Gemini-2.0-Flash-Lite,negative
2697,tahT eivom saw a .tsef-ezoons I tsomla deklaw tuo yawflah .hguorht tI saw os .gnirob,Gemini-2.0-Flash-Lite,negative
2698,"ehT tneve saw a latot .polf ehT srekaeps erew ,lufwa dna eht elohw gniht saw .dezinagrosid",Gemini-2.0-Flash-Lite,negative
2699,"I tnew ot taht ,erots dna eht secirp erew .suoegartuo I t'ndluoc eveileb woh evisnepxe gnihtyreve .saw",Gemini-2.0-Flash-Lite,negative
2700,tahT da saw os ;gniyonna ti deyalp revo dna revo .niaga I tsuj detnaw ot nrut ffo eht .VT,Gemini-2.0-Flash-Lite,negative
2701,"ehT aps saw a latot .ffo-pir ehT egassam saw ,elbirret dna eht ecalp tlef .ytrid",Gemini-2.0-Flash-Lite,negative
2702,"I thguob gnihtemos morf taht ,dnarb dna ti llef trapa retfa ylno a wef .sesu tahW a .tnemtnioppasid",Gemini-2.0-Flash-Lite,negative
2703,"ehT eunev saw dedworc dna .ysion I t'ndluoc raeh ,gnihtyna dna I tlef .cibohportsualc",Gemini-2.0-Flash-Lite,negative
2704,"sihT lareneg noitautis saw a .eramthgin gnihtyrevE taht dluoc og ,gnorw did og .gnorw m'I os .desserts",Gemini-2.0-Flash-Lite,negative
2705,"I tnew ot taht ,tnaruatser dna eht doof saw dekoocrevo dna .dnalb ehT ecivres saw ,wols dna eht ecalp saw .ytrid",Gemini-2.0-Flash-Lite,negative
2706,"yM nos tog taht ,yot dna ti saw os ylpaehc .edam m'I deirrow s'ti gniog ot kaerb yna .etunim s'tI a eceip fo .knuj",Gemini-2.0-Flash-Lite,negative
2707,tahT eivom saw os elbatciderp dna .gnirob I hsiw I t'ndah detsaw ym emit gnihctaw .ti,Gemini-2.0-Flash-Lite,negative
2708,"ehT tneve saw dezinagrosid dna .citoahc ehT ffats erew ,edur dna I t'ndluoc tiaw ot .evael",Gemini-2.0-Flash-Lite,negative
2709,"I tnew ot taht ,erots dna eht ffats erew lufplehnu dna eht secirp erew oot .hgih I t'now eb gniog .kcab",Gemini-2.0-Flash-Lite,negative
2710,tahT da saw os ;gniyonna ti tpek gnippop pu .erehwyreve m'I gnitrats ot etah eht .tcudorp,Gemini-2.0-Flash-Lite,negative
2711,"ehT aps saw a .ffo-pir ehT egassam saw ,elbirret dna eht seitilicaf erew ton .naelc I tnaw ym yenom .kcab",Gemini-2.0-Flash-Lite,negative
2712,"I thguob gnihtemos morf taht ,dnarb dna ti llef trapa retfa ylno a wef .sesu m'I os detnioppasid htiw eht .ytilauq",Gemini-2.0-Flash-Lite,negative
2713,ehT eunev saw elbatrofmocnu dna eht dnuos saw .elbirret I t'ndluoc yojne eht ecnamrofrep ta .lla,Gemini-2.0-Flash-Lite,negative
2714,"sihT lareneg gniht saw a latot .retsasid gnihtoN tnew ,thgir dna I saw os .detartsurf",Gemini-2.0-Flash-Lite,negative
2715,"I tnew ot taht ,tnaruatser dna eht doof saw .elbirret ehT ecivres saw ,wols dna eht erehpsomta saw .gnisserped",Gemini-2.0-Flash-Lite,negative
2716,"I thguob taht ,yot dna ti saw nekorb nehw I denepo eht .xob yM rethguad saw os .tespu m'I !suoiruf",Gemini-2.0-Flash-Lite,negative
2717,"tahT eivom saw a latot .nwodtel ehT gnitca saw ,lufwa dna eht tolp saw .gnisufnoc",Gemini-2.0-Flash-Lite,negative
2718,ehT tneve saw ylroop dennalp dna .detucexe I detsaw ym yenom dna ym .emit,Gemini-2.0-Flash-Lite,negative
2719,"I tnew ot taht ,erots dna eht ffats erew edur dna .lufplehnu I lliw reven pohs ereht .niaga",Gemini-2.0-Flash-Lite,negative
2720,tahT da saw os ;suoixonbo I detnaw ot .maercs tI edam em ylevitca ekilsid eht .tcudorp,Gemini-2.0-Flash-Lite,negative
2721,"ehT aps saw a etelpmoc etsaw fo .yenom ehT ecivres saw ,elbirret dna eht seitilicaf erew .rapbus",Gemini-2.0-Flash-Lite,negative
2722,"I thguob gnihtemos morf taht ,dnarb dna ti saw a etelpmoc .tnemtnioppasid ehT ytilauq saw .elbirret",Gemini-2.0-Flash-Lite,negative
2723,ehT eunev saw depmarc dna .elbatrofmocnu I t'ndluoc tiaw ot .evael,Gemini-2.0-Flash-Lite,negative
2724,"sihT lareneg gniht saw a etelpmoc .ssem gnihtyrevE tnew ,gnorw dna m'I os .detartsurf",Gemini-2.0-Flash-Lite,negative
2725,"I tnew ot taht ,tnaruatser dna eht doof saw dloc dna .sseletsat ehT ecivres saw wols dna .evitnettani",Gemini-2.0-Flash-Lite,negative
2726,"yM dik tog taht ,yot dna s'ti ydaerla .nekorb tahW a etsaw fo !yenom m'I os .dam",Gemini-2.0-Flash-Lite,negative
2727,tahT eivom saw a .tsef-ezoons I tsomla deklaw tuo yawflah .hguorht tI saw os .gnirob,Gemini-2.0-Flash-Lite,negative
2728,"ehT tneve saw a latot .polf ehT srekaeps erew ,lufwa dna eht elohw gniht saw .dezinagrosid",Gemini-2.0-Flash-Lite,negative
2729,"I tnew ot taht ,erots dna eht secirp erew .suoegartuo I t'ndluoc eveileb woh evisnepxe gnihtyreve .saw",Gemini-2.0-Flash-Lite,negative
2730,tahT da saw os ;gniyonna ti deyalp revo dna revo .niaga I tsuj detnaw ot nrut ffo eht .VT,Gemini-2.0-Flash-Lite,negative
2731,"ehT aps saw a latot .ffo-pir ehT egassam saw ,elbirret dna eht ecalp tlef .ytrid",Gemini-2.0-Flash-Lite,negative
2732,"I thguob gnihtemos morf taht ,dnarb dna ti llef trapa retfa ylno a wef .sesu tahW a .tnemtnioppasid",Gemini-2.0-Flash-Lite,negative
2733,"ehT eunev saw dedworc dna .ysion I t'ndluoc raeh ,gnihtyna dna I tlef .cibohportsualc",Gemini-2.0-Flash-Lite,negative
2734,"sihT lareneg noitautis saw a .eramthgin gnihtyrevE taht dluoc og ,gnorw did og .gnorw m'I os .desserts",Gemini-2.0-Flash-Lite,negative
2735,"I tnew ot taht ,tnaruatser dna eht doof saw dekoocrevo dna .dnalb ehT ecivres saw ,wols dna eht ecalp saw .ytrid",Gemini-2.0-Flash-Lite,negative
2736,"yM nos tog taht ,yot dna ti saw os ylpaehc .edam m'I deirrow s'ti gniog ot kaerb yna .etunim s'tI a eceip fo .knuj",Gemini-2.0-Flash-Lite,negative
2737,tahT eivom saw os elbatciderp dna .gnirob I hsiw I t'ndah detsaw ym emit gnihctaw .ti,Gemini-2.0-Flash-Lite,negative
2738,"ehT tneve saw dezinagrosid dna .citoahc ehT ffats erew ,edur dna I t'ndluoc tiaw ot .evael",Gemini-2.0-Flash-Lite,negative
2739,"I tnew ot taht ,erots dna eht ffats erew lufplehnu dna eht secirp erew oot .hgih I t'now eb gniog .kcab",Gemini-2.0-Flash-Lite,negative
2740,tahT da saw os ;gniyonna ti tpek gnippop pu .erehwyreve m'I gnitrats ot etah eht .tcudorp,Gemini-2.0-Flash-Lite,negative
2741,"ehT aps saw a .ffo-pir ehT egassam saw ,elbirret dna eht seitilicaf erew ton .naelc I tnaw ym yenom .kcab",Gemini-2.0-Flash-Lite,negative
2742,"I thguob gnihtemos morf taht ,dnarb dna ti llef trapa retfa ylno a wef .sesu m'I os detnioppasid htiw eht .ytilauq",Gemini-2.0-Flash-Lite,negative
2743,ehT eunev saw elbatrofmocnu dna eht dnuos saw .elbirret I t'ndluoc yojne eht ecnamrofrep ta .lla,Gemini-2.0-Flash-Lite,negative
2744,"sihT lareneg gniht saw a latot .retsasid gnihtoN tnew ,thgir dna I saw os .detartsurf",Gemini-2.0-Flash-Lite,negative
2745,"I tnew ot taht ,tnaruatser dna eht doof saw .elbirret ehT ecivres saw ,wols dna eht erehpsomta saw .gnisserped",Gemini-2.0-Flash-Lite,negative
2746,"I thguob taht ,yot dna ti saw nekorb nehw I denepo eht .xob yM rethguad saw os .tespu m'I !suoiruf",Gemini-2.0-Flash-Lite,negative
2747,"tahT eivom saw a latot .nwodtel ehT gnitca saw ,lufwa dna eht tolp saw .gnisufnoc",Gemini-2.0-Flash-Lite,negative
2748,ehT tneve saw ylroop dennalp dna .detucexe I detsaw ym yenom dna ym .emit,Gemini-2.0-Flash-Lite,negative
2749,"I tnew ot taht ,erots dna eht ffats erew edur dna .lufplehnu I lliw reven pohs ereht .niaga",Gemini-2.0-Flash-Lite,negative
2750,tahT da saw os ;suoixonbo I detnaw ot .maercs tI edam em ylevitca ekilsid eht .tcudorp,Gemini-2.0-Flash-Lite,negative
2751,"ehT aps saw a etelpmoc etsaw fo .yenom ehT ecivres saw ,elbirret dna eht seitilicaf erew .rapbus",Gemini-2.0-Flash-Lite,negative
2752,"I thguob gnihtemos morf taht ,dnarb dna ti saw a etelpmoc .tnemtnioppasid ehT ytilauq saw .elbirret",Gemini-2.0-Flash-Lite,negative
2753,ehT eunev saw depmarc dna .elbatrofmocnu I t'ndluoc tiaw ot .evael,Gemini-2.0-Flash-Lite,negative
2754,"sihT lareneg gniht saw a etelpmoc .ssem gnihtyrevE tnew ,gnorw dna m'I os .detartsurf",Gemini-2.0-Flash-Lite,negative
2755,"I tnew ot taht ,tnaruatser dna eht doof saw dloc dna .sseletsat ehT ecivres saw wols dna .evitnettani",Gemini-2.0-Flash-Lite,negative
2756,"yM dik tog taht ,yot dna s'ti ydaerla .nekorb tahW a etsaw fo !yenom m'I os .dam",Gemini-2.0-Flash-Lite,negative
2757,tahT eivom saw a .tsef-ezoons I tsomla deklaw tuo yawflah .hguorht tI saw os .gnirob,Gemini-2.0-Flash-Lite,negative
2758,"ehT tneve saw a latot .polf ehT srekaeps erew ,lufwa dna eht elohw gniht saw .dezinagrosid",Gemini-2.0-Flash-Lite,negative
2759,"I tnew ot taht ,erots dna eht secirp erew .suoegartuo I t'ndluoc eveileb woh evisnepxe gnihtyreve .saw",Gemini-2.0-Flash-Lite,negative
2760,tahT da saw os ;gniyonna ti deyalp revo dna revo .niaga I tsuj detnaw ot nrut ffo eht .VT,Gemini-2.0-Flash-Lite,negative
2761,"ehT aps saw a latot .ffo-pir ehT egassam saw ,elbirret dna eht ecalp tlef .ytrid",Gemini-2.0-Flash-Lite,negative
2762,"I thguob gnihtemos morf taht ,dnarb dna ti llef trapa retfa ylno a wef .sesu tahW a .tnemtnioppasid",Gemini-2.0-Flash-Lite,negative
2763,"ehT eunev saw dedworc dna .ysion I t'ndluoc raeh ,gnihtyna dna I tlef .cibohportsualc",Gemini-2.0-Flash-Lite,negative
2764,"sihT lareneg noitautis saw a .eramthgin gnihtyrevE taht dluoc og ,gnorw did og .gnorw m'I os .desserts",Gemini-2.0-Flash-Lite,negative
2765,"I tnew ot taht ,tnaruatser dna eht doof saw dekoocrevo dna .dnalb ehT ecivres saw ,wols dna eht ecalp saw .ytrid",Gemini-2.0-Flash-Lite,negative
2766,"yM nos tog taht ,yot dna ti saw os ylpaehc .edam m'I deirrow s'ti gniog ot kaerb yna .etunim s'tI a eceip fo .knuj",Gemini-2.0-Flash-Lite,negative
2767,tahT eivom saw os elbatciderp dna .gnirob I hsiw I t'ndah detsaw ym emit gnihctaw .ti,Gemini-2.0-Flash-Lite,negative
2768,"ehT tneve saw dezinagrosid dna .citoahc ehT ffats erew ,edur dna I t'ndluoc tiaw ot .evael",Gemini-2.0-Flash-Lite,negative
2769,"I tnew ot taht ,erots dna eht ffats erew lufplehnu dna eht secirp erew oot .hgih I t'now eb gniog .kcab",Gemini-2.0-Flash-Lite,negative
2770,tahT da saw os ;gniyonna ti tpek gnippop pu .erehwyreve m'I gnitrats ot etah eht .tcudorp,Gemini-2.0-Flash-Lite,negative
2771,"ehT aps saw a .ffo-pir ehT egassam saw ,elbirret dna eht seitilicaf erew ton .naelc I tnaw ym yenom .kcab",Gemini-2.0-Flash-Lite,negative
2772,"I thguob gnihtemos morf taht ,dnarb dna ti llef trapa retfa ylno a wef .sesu m'I os detnioppasid htiw eht .ytilauq",Gemini-2.0-Flash-Lite,negative
2773,ehT eunev saw elbatrofmocnu dna eht dnuos saw .elbirret I t'ndluoc yojne eht ecnamrofrep ta .lla,Gemini-2.0-Flash-Lite,negative
2774,"sihT lareneg gniht saw a latot .retsasid gnihtoN tnew ,thgir dna I saw os .detartsurf",Gemini-2.0-Flash-Lite,negative
2775,"I tnew ot taht ,tnaruatser dna eht doof saw .elbirret ehT ecivres saw ,wols dna eht erehpsomta saw .gnisserped",Gemini-2.0-Flash-Lite,negative
2776,"I thguob taht ,yot dna ti saw nekorb nehw I denepo eht .xob yM rethguad saw os .tespu m'I !suoiruf",Gemini-2.0-Flash-Lite,negative
2777,"tahT eivom saw a latot .nwodtel ehT gnitca saw ,lufwa dna eht tolp saw .gnisufnoc",Gemini-2.0-Flash-Lite,negative
2778,ehT tneve saw ylroop dennalp dna .detucexe I detsaw ym yenom dna ym .emit,Gemini-2.0-Flash-Lite,negative
2779,"I tnew ot taht ,erots dna eht ffats erew edur dna .lufplehnu I lliw reven pohs ereht .niaga",Gemini-2.0-Flash-Lite,negative
2780,tahT da saw os ;suoixonbo I detnaw ot .maercs tI edam em ylevitca ekilsid eht .tcudorp,Gemini-2.0-Flash-Lite,negative
2781,"ehT aps saw a etelpmoc etsaw fo .yenom ehT ecivres saw ,elbirret dna eht seitilicaf erew .rapbus",Gemini-2.0-Flash-Lite,negative
2782,"I thguob gnihtemos morf taht ,dnarb dna ti saw a etelpmoc .tnemtnioppasid ehT ytilauq saw .elbirret",Gemini-2.0-Flash-Lite,negative
2783,ehT eunev saw depmarc dna .elbatrofmocnu I t'ndluoc tiaw ot .evael,Gemini-2.0-Flash-Lite,negative
2784,"sihT lareneg gniht saw a etelpmoc .ssem gnihtyrevE tnew ,gnorw dna m'I os .detartsurf",Gemini-2.0-Flash-Lite,negative
2785,"I tnew ot taht ,tnaruatser dna eht doof saw dloc dna .sseletsat ehT ecivres saw wols dna .evitnettani",Gemini-2.0-Flash-Lite,negative
2786,"yM dik tog taht ,yot dna s'ti ydaerla .nekorb tahW a etsaw fo !yenom m'I os .dam",Gemini-2.0-Flash-Lite,negative
2787,tahT eivom saw a .tsef-ezoons I tsomla deklaw tuo yawflah .hguorht tI saw os .gnirob,Gemini-2.0-Flash-Lite,negative
2788,"ehT tneve saw a latot .polf ehT srekaeps erew ,lufwa dna eht elohw gniht saw .dezinagrosid",Gemini-2.0-Flash-Lite,negative
2789,"I tnew ot taht ,erots dna eht secirp erew .suoegartuo I t'ndluoc eveileb woh evisnepxe gnihtyreve .saw",Gemini-2.0-Flash-Lite,negative
2790,tahT da saw os ;gniyonna ti deyalp revo dna revo .niaga I tsuj detnaw ot nrut ffo eht .VT,Gemini-2.0-Flash-Lite,negative
2791,"ehT aps saw a latot .ffo-pir ehT egassam saw ,elbirret dna eht ecalp tlef .ytrid",Gemini-2.0-Flash-Lite,negative
2792,"I thguob gnihtemos morf taht ,dnarb dna ti llef trapa retfa ylno a wef .sesu tahW a .tnemtnioppasid",Gemini-2.0-Flash-Lite,negative
2793,"ehT eunev saw dedworc dna .ysion I t'ndluoc raeh ,gnihtyna dna I tlef .cibohportsualc",Gemini-2.0-Flash-Lite,negative
2794,"sihT lareneg noitautis saw a .eramthgin gnihtyrevE taht dluoc og ,gnorw did og .gnorw m'I os .desserts",Gemini-2.0-Flash-Lite,negative
2795,"I tnew ot taht ,tnaruatser dna eht doof saw dekoocrevo dna .dnalb ehT ecivres saw ,wols dna eht ecalp saw .ytrid",Gemini-2.0-Flash-Lite,negative
2796,"yM nos tog taht ,yot dna ti saw os ylpaehc .edam m'I deirrow s'ti gniog ot kaerb yna .etunim s'tI a eceip fo .knuj",Gemini-2.0-Flash-Lite,negative
2797,tahT eivom saw os elbatciderp dna .gnirob I hsiw I t'ndah detsaw ym emit gnihctaw .ti,Gemini-2.0-Flash-Lite,negative
2798,"ehT tneve saw dezinagrosid dna .citoahc ehT ffats erew ,edur dna I t'ndluoc tiaw ot .evael",Gemini-2.0-Flash-Lite,negative
2799,"I tnew ot taht ,erots dna eht ffats erew lufplehnu dna eht secirp erew oot .hgih I t'now eb gniog .kcab",Gemini-2.0-Flash-Lite,negative
2800,tahT da saw os ;gniyonna ti tpek gnippop pu .erehwyreve m'I gnitrats ot etah eht .tcudorp,Gemini-2.0-Flash-Lite,negative
2801,"ehT aps saw a .ffo-pir ehT egassam saw ,elbirret dna eht seitilicaf erew ton .naelc I tnaw ym yenom .kcab",Gemini-2.0-Flash-Lite,negative
2802,"I thguob gnihtemos morf taht ,dnarb dna ti llef trapa retfa ylno a wef .sesu m'I os detnioppasid htiw eht .ytilauq",Gemini-2.0-Flash-Lite,negative
2803,ehT eunev saw elbatrofmocnu dna eht dnuos saw .elbirret I t'ndluoc yojne eht ecnamrofrep ta .lla,Gemini-2.0-Flash-Lite,negative
2804,"sihT lareneg gniht saw a latot .retsasid gnihtoN tnew ,thgir dna I saw os .detartsurf",Gemini-2.0-Flash-Lite,negative
2805,"I tnew ot taht ,tnaruatser dna eht doof saw .elbirret ehT ecivres saw ,wols dna eht erehpsomta saw .gnisserped",Gemini-2.0-Flash-Lite,negative
2806,"I thguob taht ,yot dna ti saw nekorb nehw I denepo eht .xob yM rethguad saw os .tespu m'I !suoiruf",Gemini-2.0-Flash-Lite,negative
2807,"tahT eivom saw a latot .nwodtel ehT gnitca saw ,lufwa dna eht tolp saw .gnisufnoc",Gemini-2.0-Flash-Lite,negative
2808,ehT tneve saw ylroop dennalp dna .detucexe I detsaw ym yenom dna ym .emit,Gemini-2.0-Flash-Lite,negative
2809,"I tnew ot taht ,erots dna eht ffats erew edur dna .lufplehnu I lliw reven pohs ereht .niaga",Gemini-2.0-Flash-Lite,negative
2810,tahT da saw os ;suoixonbo I detnaw ot .maercs tI edam em ylevitca ekilsid eht .tcudorp,Gemini-2.0-Flash-Lite,negative
2811,"ehT aps saw a etelpmoc etsaw fo .yenom ehT ecivres saw ,elbirret dna eht seitilicaf erew .rapbus",Gemini-2.0-Flash-Lite,negative
2812,"I thguob gnihtemos morf taht ,dnarb dna ti saw a etelpmoc .tnemtnioppasid ehT ytilauq saw .elbirret",Gemini-2.0-Flash-Lite,negative
2813,ehT eunev saw depmarc dna .elbatrofmocnu I t'ndluoc tiaw ot .evael,Gemini-2.0-Flash-Lite,negative
2814,"sihT lareneg gniht saw a etelpmoc .ssem gnihtyrevE tnew ,gnorw dna m'I os .detartsurf",Gemini-2.0-Flash-Lite,negative
2815,"I tnew ot taht ,tnaruatser dna eht doof saw dloc dna .sseletsat ehT ecivres saw wols dna .evitnettani",Gemini-2.0-Flash-Lite,negative
2816,"yM dik tog taht ,yot dna s'ti ydaerla .nekorb tahW a etsaw fo !yenom m'I os .dam",Gemini-2.0-Flash-Lite,negative
2817,tahT eivom saw a .tsef-ezoons I tsomla deklaw tuo yawflah .hguorht tI saw os .gnirob,Gemini-2.0-Flash-Lite,negative
2818,"ehT tneve saw a latot .polf ehT srekaeps erew ,lufwa dna eht elohw gniht saw .dezinagrosid",Gemini-2.0-Flash-Lite,negative
